,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv,bzbyte.csv,v8.csv,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,runuomondains.csv,somap.csv,tigermud.csv,hydrate.csv,cme.csv,paintown.csv,triplea.csv,fbmanager.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,megameknet.csv,fityk.csv,ondex.csv,fleet-simulator.csv,duplicati.csv,xamj.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,mediaportal.csv,fido.csv,poormans.csv,hibernate.csv,ninject.csv,geogebra.csv,fluent-nhibernate.csv,uface.csv
encog-java.csv,0.25,0.21,0.4,0.78,0.59,0.17,0.29,0.85,0.9,0.55,0.0,0.36,0.17,0.44,0.04,0.73,0.2,0.5,0.41,0.09,0.57,1.0,0.93,0.7,0.45,0.48,0.8,0.5,0.11,0.53,0.67,0.17,0.93,0.5,0.8,0.09,0.74,0.67,0.56,0.94,0.43,0.85,0.6,0.5,0.12,0.57,0.27,1.0,0.22,1.0,1.0,0.6,0.88,0.62,0.7,0.59,0.23,0.04,0.2,0.4,0.2,0.19,0.33,0.83
fbmanager.csv,0.0,0.0,1.0,0.0,0.0,0.19,0.0,0.67,0.0,0.0,0.0,0.62,0.0,0.5,0.38,0.0,0.62,0.25,0.0,0.22,0.5,0.0,0.0,0.0,0.0,1.0,0.76,0.5,0.0,0.35,0.33,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,1.0,0.78,1.0,0.71,0.0,0.0,0.43,0.0,0.09,0.0,0.19,0.97
fido.csv,1.0,0.2,0.24,0.0,0.0,0.15,0.0,0.76,1.0,0.0,0.1,0.5,0.11,0.27,0.16,0.5,0.21,0.31,0.25,0.0,0.4,0.0,1.0,0.51,0.0,0.33,0.0,0.0,0.33,0.0,0.4,0.5,0.83,0.0,0.86,0.0,0.0,1.0,0.0,0.82,0.0,0.5,0.0,0.0,0.04,1.0,0.0,0.0,0.15,1.0,1.0,0.35,0.83,0.67,0.75,0.33,0.18,0.27,0.5,0.36,0.0,0.1,0.33,0.78
fityk.csv,0.12,0.12,0.48,0.46,0.53,0.2,0.18,0.74,0.96,0.51,0.15,0.25,0.12,0.48,0.16,0.65,0.29,0.37,0.41,0.11,0.38,0.84,0.91,0.5,0.41,0.35,0.94,0.46,0.53,0.36,0.59,0.13,0.91,0.62,0.87,0.09,0.55,0.61,0.61,0.81,0.16,0.86,0.7,0.76,0.03,0.11,0.34,0.78,0.17,1.0,0.98,0.37,0.8,0.73,0.85,0.71,0.19,0.02,0.23,0.34,0.1,0.32,0.06,0.54
fleet-simulator.csv,0.13,0.18,0.44,0.47,0.42,0.18,0.34,0.74,0.94,0.49,0.1,0.27,0.18,0.4,0.15,0.73,0.27,0.31,0.36,0.05,0.44,0.69,0.9,0.51,0.54,0.35,0.28,0.55,0.12,0.31,0.51,0.14,0.9,0.69,0.64,0.11,0.51,0.6,0.57,0.76,0.19,0.73,0.68,0.55,0.04,0.4,0.25,0.68,0.17,1.0,0.98,0.36,0.83,0.67,0.82,0.5,0.2,0.04,0.29,0.31,0.08,0.28,0.17,0.86
fluent-nhibernate.csv,0.3,0.32,0.31,0.57,0.37,0.2,0.46,0.86,1.0,1.0,0.14,0.44,0.5,0.53,0.25,0.79,0.22,0.33,0.37,0.0,0.57,0.68,0.96,0.6,0.0,0.29,0.0,0.6,0.32,0.27,0.52,0.08,0.96,0.57,0.73,0.0,0.67,0.6,0.75,0.86,0.35,0.69,0.58,0.75,0.13,0.92,0.46,0.64,0.29,0.67,1.0,0.52,1.0,0.7,0.77,0.61,0.27,0.05,0.4,0.35,0.2,0.36,0.36,0.79
freenet.csv,0.12,0.12,0.47,0.39,0.42,0.27,0.3,0.76,0.98,0.53,0.16,0.26,0.15,0.38,0.2,0.64,0.34,0.28,0.37,0.04,0.36,0.76,0.81,0.48,0.46,0.25,0.7,0.4,0.55,0.27,0.41,0.22,0.9,0.62,0.67,0.11,0.62,0.61,0.7,0.77,0.14,0.84,0.67,0.68,0.04,0.29,0.49,0.72,0.16,0.96,1.0,0.33,0.76,0.8,0.8,0.71,0.25,0.06,0.36,0.36,0.14,0.35,0.14,0.75
galaxium.csv,0.12,0.19,0.42,0.47,0.6,0.18,0.6,0.76,0.96,0.49,0.29,0.28,0.16,0.36,0.14,0.76,0.28,0.25,0.35,0.05,0.45,0.81,0.91,0.47,0.46,0.4,0.35,0.35,0.5,0.29,0.48,0.21,0.92,0.54,0.7,0.12,0.82,0.73,0.69,0.76,0.25,0.8,0.62,0.74,0.1,0.24,0.35,0.78,0.17,0.98,1.0,0.35,0.84,0.64,0.86,0.7,0.23,0.04,0.28,0.34,0.06,0.3,0.1,0.64
geogebra.csv,0.26,0.26,0.45,0.66,0.53,0.17,0.58,0.81,0.94,1.0,0.13,0.54,0.25,0.44,0.23,0.73,0.29,0.33,0.52,0.08,0.75,0.76,0.89,0.52,0.48,0.23,0.2,0.5,0.12,0.27,0.48,0.13,0.97,0.6,0.71,0.17,0.65,0.71,0.64,0.95,0.39,0.83,0.68,0.63,0.04,0.76,0.55,0.63,0.18,1.0,1.0,0.5,0.79,0.69,0.8,0.7,0.27,0.02,0.44,0.38,0.2,0.45,0.34,0.92
google-caja.csv,0.12,0.17,0.37,0.39,0.53,0.17,0.4,0.77,0.94,0.49,0.13,0.29,0.16,0.4,0.18,0.73,0.28,0.32,0.36,0.05,0.46,0.78,0.94,0.5,0.45,0.29,0.76,0.3,0.1,0.38,0.49,0.18,0.92,0.68,0.72,0.11,0.69,0.59,0.69,0.91,0.14,0.81,0.7,0.79,0.04,0.24,0.26,0.7,0.17,1.0,0.98,0.32,0.84,0.66,0.82,0.53,0.23,0.04,0.33,0.31,0.13,0.25,0.15,0.78
h2database.csv,0.27,0.31,0.5,0.56,0.84,0.13,0.8,0.77,0.95,0.81,0.1,0.41,0.2,0.48,0.07,0.87,0.6,0.57,0.54,0.12,0.6,0.87,0.95,0.63,0.67,0.12,1.0,0.35,0.6,0.62,0.69,0.24,0.91,0.44,0.69,0.13,0.94,0.8,0.71,1.0,0.28,0.76,0.43,0.0,0.22,0.67,0.62,0.75,0.32,1.0,1.0,0.57,0.91,0.81,0.69,0.77,0.31,0.14,0.5,0.49,0.12,0.57,0.3,0.88
haphazard.csv,0.15,0.09,0.62,0.44,0.61,0.32,0.18,0.81,0.92,0.5,0.06,0.26,0.1,0.18,0.08,1.0,0.37,0.25,0.32,0.04,0.44,0.67,0.84,0.39,0.33,0.6,0.24,0.3,0.09,0.33,0.4,0.19,1.0,0.62,0.66,0.1,0.42,0.58,0.42,0.63,0.18,0.6,0.7,0.54,0.04,0.43,0.26,0.71,0.23,0.96,1.0,0.38,0.68,0.69,0.78,0.5,0.18,0.04,0.11,0.2,0.12,0.27,0.02,0.36
hibernate.csv,0.13,0.13,0.46,0.39,0.68,0.18,0.39,0.88,0.94,0.49,0.5,0.23,0.12,0.37,0.19,0.74,0.58,0.22,0.37,0.08,0.47,0.8,0.93,0.67,0.57,0.2,0.68,0.4,0.12,0.47,0.51,0.15,0.9,0.6,0.64,0.09,0.68,0.68,0.74,0.9,0.14,0.74,0.68,0.75,0.05,0.24,0.38,0.68,0.19,1.0,0.98,0.39,0.73,0.8,0.84,0.65,0.27,0.08,0.29,0.44,0.11,0.37,0.11,0.87
hydrate.csv,0.18,0.13,0.5,0.56,0.4,0.16,0.3,0.79,0.96,0.51,0.1,0.39,0.23,0.45,0.17,0.74,0.25,0.4,0.37,0.05,0.48,0.71,0.85,0.53,0.0,0.36,0.62,0.38,0.45,0.36,0.57,0.13,0.92,0.92,0.72,0.13,0.39,0.68,0.58,0.81,0.28,0.67,0.63,0.62,0.07,0.48,0.25,0.71,0.16,1.0,0.98,0.49,0.85,0.71,0.8,0.52,0.21,0.03,0.31,0.36,0.29,0.27,0.17,0.95
itext.csv,0.11,0.17,0.37,0.38,0.56,0.25,0.37,0.83,0.98,0.43,0.26,0.26,0.15,0.37,0.16,0.71,0.31,0.3,0.35,0.06,0.48,0.69,0.91,0.5,0.42,0.33,0.87,0.36,0.1,0.35,0.45,0.19,0.92,0.58,0.76,0.06,0.74,0.66,0.69,0.73,0.14,0.8,0.65,0.81,0.04,0.34,0.38,0.65,0.17,0.97,1.0,0.32,0.75,0.72,0.83,0.71,0.24,0.06,0.4,0.35,0.1,0.31,0.12,0.65
ivef-sdk.csv,0.09,0.11,0.32,0.31,0.0,0.1,0.18,0.7,0.92,0.48,0.1,0.15,0.09,0.33,0.07,0.75,0.22,0.1,0.23,0.06,0.4,0.65,0.96,0.54,0.66,0.3,1.0,0.24,1.0,0.28,0.48,0.0,0.86,0.5,0.0,0.13,0.48,0.56,0.57,0.84,0.11,0.72,0.7,0.33,0.08,0.11,0.13,0.74,0.2,0.0,0.98,0.21,0.0,0.58,0.83,0.48,0.14,0.03,0.18,0.27,0.04,0.16,0.06,0.54
jaql.csv,0.17,0.21,0.5,0.67,0.56,0.21,0.45,0.77,1.0,0.5,0.5,0.47,0.35,0.56,0.17,0.84,0.24,0.28,0.55,0.08,0.53,0.88,0.89,0.55,0.67,0.36,0.0,0.57,0.11,0.31,0.48,0.16,0.96,0.71,0.85,0.09,0.73,0.83,0.58,0.94,0.29,0.88,0.56,0.74,0.15,0.54,0.46,0.71,0.2,1.0,1.0,0.69,1.0,0.74,0.9,0.64,0.25,0.07,0.54,0.47,0.2,0.42,0.19,0.72
jmri.csv,0.14,0.1,0.45,0.45,0.66,0.21,0.36,0.76,0.95,0.8,0.15,0.26,0.1,0.45,0.33,0.64,0.54,0.67,0.42,0.12,0.31,0.87,0.96,0.66,0.38,0.14,0.9,0.44,0.43,0.48,0.5,0.2,0.92,0.71,0.64,0.1,0.55,0.68,0.67,0.96,0.15,0.72,0.54,0.67,0.02,0.15,0.46,0.73,0.22,1.0,0.98,0.43,0.83,0.8,0.86,0.74,0.25,0.03,0.25,0.44,0.5,0.36,0.2,0.85
jython.csv,0.07,0.11,0.38,0.36,0.5,0.0,0.24,0.8,0.94,0.35,0.07,0.22,0.16,0.57,0.0,0.7,0.88,0.58,0.53,0.2,0.47,0.63,0.8,0.62,0.67,0.24,0.71,0.48,0.44,0.24,0.75,0.12,0.95,0.65,0.59,0.03,0.4,0.68,0.41,0.94,0.07,0.7,0.55,0.43,1.0,0.19,0.39,0.65,0.2,0.0,0.98,0.57,0.81,0.81,0.84,0.5,0.19,0.0,0.21,0.57,0.08,0.26,0.09,0.78
k3b.csv,0.09,0.13,0.43,0.39,0.48,0.23,0.31,0.8,0.94,0.44,0.17,0.29,0.1,0.21,0.18,0.67,0.32,0.26,0.36,0.06,0.36,0.74,0.92,0.47,0.41,0.18,0.69,0.17,0.21,0.31,0.43,0.22,0.93,0.59,0.91,0.1,0.66,0.6,0.58,0.71,0.1,0.87,0.65,0.8,0.05,0.25,0.31,0.71,0.16,0.8,1.0,0.31,0.76,0.68,0.8,0.44,0.23,0.04,0.18,0.31,0.09,0.23,0.09,0.64
kdenlive.csv,0.15,0.19,0.53,0.55,0.44,0.17,0.41,0.82,0.94,0.49,0.12,0.39,0.23,0.41,0.16,0.69,0.27,0.27,0.44,0.06,0.54,0.84,0.9,0.55,0.41,0.39,0.39,0.48,0.13,0.38,0.59,0.15,0.92,0.73,0.7,0.12,0.58,0.7,0.6,0.86,0.27,0.8,0.67,0.66,0.06,0.43,0.48,0.71,0.19,1.0,1.0,0.49,0.85,0.76,0.78,0.54,0.21,0.07,0.37,0.42,0.14,0.37,0.18,0.94
lamp.csv,0.15,0.18,0.47,0.42,0.44,0.22,0.44,0.79,0.98,0.5,0.23,0.43,0.16,0.31,0.16,0.74,0.39,0.28,0.43,0.05,0.43,0.75,0.9,0.5,0.52,0.2,0.7,0.33,0.13,0.26,0.47,0.17,0.95,0.55,0.68,0.15,0.71,0.69,0.53,0.82,0.14,0.72,0.65,0.63,0.07,0.43,0.36,0.69,0.15,0.97,1.0,0.41,0.76,0.71,0.81,0.64,0.22,0.03,0.32,0.36,0.14,0.27,0.18,0.7
mecat.csv,0.23,0.07,1.0,0.73,0.69,0.12,0.0,0.86,0.94,0.8,0.25,1.0,0.11,0.31,0.12,1.0,0.28,0.0,0.54,0.33,0.0,0.92,0.88,0.54,0.5,0.25,1.0,0.5,0.75,0.69,0.6,0.5,0.75,0.6,1.0,0.19,0.83,1.0,0.79,1.0,0.4,0.89,0.0,1.0,0.0,0.75,0.59,0.89,0.23,0.0,1.0,0.94,0.92,0.75,0.83,1.0,0.43,0.0,0.0,0.59,0.12,0.52,0.21,0.25
mediaportal.csv,0.25,0.23,0.62,0.6,0.75,0.13,0.86,1.0,0.96,0.0,0.21,0.42,0.29,0.65,0.28,0.0,0.83,0.5,0.57,0.22,0.5,0.88,0.88,0.7,0.14,0.11,0.4,0.11,0.1,0.67,0.43,0.18,1.0,0.64,0.74,0.0,0.71,0.79,1.0,0.88,0.42,0.86,0.64,0.86,0.14,0.44,0.67,0.67,0.32,1.0,1.0,0.62,0.9,0.88,0.81,0.73,0.33,0.0,0.5,0.53,0.33,0.56,0.41,0.97
megameknet.csv,0.13,0.15,0.39,0.41,0.43,0.21,0.31,0.76,0.96,0.47,0.13,0.32,0.18,0.38,0.15,0.75,0.27,0.3,0.37,0.07,0.38,0.66,0.83,0.49,0.59,0.31,0.68,0.72,0.46,0.26,0.52,0.12,0.92,0.55,0.64,0.1,0.46,0.64,0.56,0.78,0.14,0.67,0.65,0.57,0.04,0.4,0.38,0.68,0.15,0.9,0.98,0.39,0.79,0.77,0.86,0.64,0.18,0.05,0.31,0.38,0.09,0.27,0.13,0.73
myfaces.csv,0.2,0.2,0.47,0.56,0.6,0.21,0.62,0.8,0.95,0.8,0.22,0.49,0.16,0.4,0.15,0.72,0.24,0.41,0.49,0.06,0.43,0.88,0.96,0.51,0.4,0.32,0.5,0.38,0.12,0.4,0.45,0.19,0.91,0.57,0.72,0.14,0.71,0.75,0.84,0.92,0.37,0.8,0.72,0.92,0.05,0.43,0.62,0.77,0.21,1.0,1.0,0.38,0.8,0.83,0.87,0.61,0.25,0.05,0.52,0.42,0.12,0.46,0.18,0.76
ninject.csv,0.12,0.11,0.61,0.38,0.38,0.23,0.3,0.83,0.95,0.43,0.12,0.36,0.15,0.71,0.21,0.76,0.28,0.34,0.39,0.05,0.47,0.44,0.82,0.5,0.35,0.2,0.67,0.62,0.01,0.17,0.43,0.11,0.97,0.89,0.62,0.04,0.45,0.69,0.67,0.71,0.18,0.71,0.65,0.66,0.02,0.39,0.46,0.63,0.1,0.68,1.0,0.42,0.73,0.73,0.8,0.71,0.23,0.05,0.3,0.32,0.38,0.32,0.11,0.86
nodal.csv,0.18,0.18,0.48,0.5,0.46,0.21,0.51,0.85,0.97,1.0,0.17,0.43,0.19,0.29,0.25,0.86,0.44,0.48,0.44,0.03,0.46,0.76,0.94,0.5,0.4,0.36,0.29,0.61,0.06,0.29,0.48,0.24,0.97,0.5,0.85,0.13,0.7,0.88,0.74,0.81,0.21,0.83,0.59,0.69,0.1,0.43,0.47,0.74,0.13,0.81,1.0,0.55,0.74,0.74,0.82,0.62,0.23,0.05,0.35,0.39,0.33,0.32,0.2,0.9
ondex.csv,0.2,0.16,0.4,0.51,0.83,0.31,0.29,0.68,0.91,1.0,0.09,0.31,0.16,0.24,0.11,0.66,0.4,0.25,0.34,0.22,0.45,0.77,0.97,0.59,0.55,0.21,0.67,0.37,0.11,0.8,0.58,0.18,0.94,0.4,0.56,0.08,0.6,0.75,0.78,0.94,0.16,0.81,0.62,0.5,0.02,0.28,0.56,0.81,0.29,1.0,1.0,0.34,0.75,0.81,0.81,0.62,0.26,0.03,0.29,0.35,0.12,0.36,0.31,0.87
onotoa.csv,0.02,0.06,0.43,0.23,0.67,0.25,0.38,0.62,0.93,1.0,0.06,0.18,0.08,0.13,0.25,0.78,0.0,0.67,0.18,0.0,0.34,0.65,0.89,0.47,0.74,0.3,0.57,0.47,0.3,1.0,0.41,0.11,0.9,0.2,0.43,0.0,0.34,0.6,1.0,0.79,0.08,0.63,0.67,0.0,0.01,0.08,0.11,0.59,0.23,1.0,0.97,0.19,0.56,0.51,0.9,0.32,0.1,0.03,0.17,0.23,0.0,0.16,0.12,0.7
opentibia.csv,0.15,0.15,0.42,0.51,0.47,0.2,0.38,0.76,0.95,0.73,0.12,0.36,0.15,0.37,0.15,0.76,0.3,0.32,0.36,0.03,0.49,0.73,0.97,0.6,0.5,0.33,0.8,0.53,0.13,0.4,0.57,0.15,1.0,0.61,0.66,0.0,0.51,0.56,0.62,0.7,0.2,0.83,0.64,0.51,0.04,0.31,0.3,0.65,0.27,0.85,0.97,0.45,0.72,0.66,0.86,0.47,0.18,0.06,0.28,0.33,0.18,0.28,0.09,0.74
paintown.csv,0.12,0.13,0.39,0.38,0.41,0.2,0.3,0.78,0.94,0.49,0.09,0.24,0.13,0.31,0.14,0.72,0.27,0.16,0.4,0.03,0.42,0.76,0.86,0.45,0.61,0.33,0.88,0.38,0.53,0.24,0.48,0.12,0.92,0.61,0.65,0.09,0.75,0.61,0.55,0.72,0.13,0.74,0.7,0.53,0.05,0.22,0.22,0.71,0.16,0.85,0.96,0.3,0.73,0.69,0.83,0.45,0.21,0.04,0.15,0.28,0.08,0.21,0.08,0.66
poormans.csv,0.19,0.17,0.5,0.62,0.44,0.12,0.47,0.85,0.95,0.89,0.09,0.47,0.38,0.63,0.22,0.74,1.0,0.55,0.54,0.21,0.75,0.54,0.8,0.62,0.4,0.23,0.67,0.48,0.15,0.45,0.58,0.12,0.86,0.7,0.63,0.18,0.34,0.67,0.42,0.96,0.3,0.64,0.63,0.59,0.23,0.71,0.69,0.57,0.16,1.0,1.0,0.59,0.88,0.81,0.87,0.62,0.2,0.0,0.53,0.52,0.0,0.48,0.64,1.0
powerfolder.csv,0.16,0.21,0.31,0.41,0.63,0.19,0.06,0.77,0.95,0.48,0.08,0.32,0.12,0.45,0.07,0.71,0.24,0.31,0.42,0.04,0.33,0.75,0.97,0.52,0.43,0.45,0.8,0.26,0.83,0.29,0.54,0.2,0.89,0.62,1.0,0.09,0.68,0.64,0.62,0.88,0.19,0.83,0.81,0.67,0.26,0.34,0.21,0.72,0.3,0.95,1.0,0.49,0.68,0.73,0.83,0.8,0.26,0.05,0.32,0.39,0.1,0.25,0.11,0.65
projectfactory.csv,0.19,0.16,0.4,0.53,0.45,0.21,0.37,0.8,0.94,0.57,0.11,0.35,0.17,0.37,0.13,0.73,0.28,0.29,0.35,0.05,0.42,0.77,0.96,0.52,0.56,0.39,0.33,0.57,0.13,0.33,0.6,0.13,1.0,0.63,0.68,0.18,0.51,0.64,0.61,0.72,0.3,0.78,0.68,0.57,0.07,0.48,0.23,0.78,0.21,0.98,0.97,0.46,0.74,0.62,0.85,0.52,0.18,0.04,0.26,0.32,0.15,0.3,0.12,0.74
pydev.csv,0.13,0.17,0.35,0.43,0.63,0.2,0.37,0.76,0.95,0.48,0.18,0.25,0.13,0.39,0.14,0.7,0.27,0.26,0.53,0.06,0.4,0.79,0.97,0.48,0.5,0.38,0.78,0.5,0.14,0.31,0.45,0.24,0.93,0.54,0.83,0.1,0.76,0.63,0.67,0.84,0.14,0.85,0.5,0.83,0.05,0.22,0.25,0.76,0.18,0.97,0.97,0.29,0.76,0.82,0.86,0.67,0.26,0.06,0.36,0.36,0.07,0.28,0.1,0.69
raven-monitoring.csv,0.13,0.12,0.66,0.49,0.17,0.24,0.31,0.74,0.97,0.5,0.5,0.32,0.14,0.34,0.17,0.71,0.4,0.33,0.39,0.06,0.42,0.83,0.86,0.53,0.22,0.33,0.66,0.67,0.13,0.16,0.42,0.14,1.0,0.61,0.65,0.12,0.44,0.66,0.4,0.76,0.12,0.7,0.57,0.52,0.03,0.37,0.39,0.62,0.2,0.85,1.0,0.39,0.73,0.74,0.92,0.5,0.19,0.06,0.23,0.32,0.13,0.26,0.12,0.65
retromenu.csv,0.28,0.2,0.29,0.55,0.43,0.17,0.5,0.88,0.99,1.0,0.13,0.54,0.23,0.61,0.15,0.74,0.19,0.31,0.43,0.0,0.54,0.81,0.92,0.58,0.0,0.2,1.0,0.17,0.0,0.75,0.48,0.12,1.0,0.53,0.64,0.0,1.0,0.67,0.83,0.82,0.6,0.82,0.5,0.4,0.25,0.11,0.7,0.73,0.27,1.0,1.0,0.49,0.93,0.84,0.67,0.57,0.25,0.33,0.5,0.54,0.17,0.42,0.14,0.95
runuomondains.csv,0.19,0.13,0.42,0.42,0.68,0.21,0.42,0.79,0.99,0.75,0.15,0.26,0.14,0.35,0.19,0.72,0.41,0.35,0.37,0.07,0.4,0.87,0.96,0.62,0.26,0.21,0.72,0.45,0.36,0.53,0.45,0.38,0.97,0.64,0.68,0.07,0.75,0.59,0.75,0.95,0.14,0.77,0.67,0.77,0.04,0.44,0.58,0.88,0.23,1.0,1.0,0.42,0.75,0.82,0.87,0.59,0.25,0.06,0.21,0.41,0.18,0.33,0.2,0.94
