,jmoney.csv,array4j.csv,dxengine.csv,sblim.csv,jmonkeyengine.csv,chaperon.csv,calcubetimer.csv,matrex.csv,roolo.csv,jas.csv,primefaces.csv,chaosrts.csv,factor.csv,emono.csv
array4j.csv,0.7,0.56,0.37,0.27,0.89,0.5,0.88,0.79,0.3,0.88,0.78,0.94,0.02,0.3
calcubetimer.csv,0.9,0.31,0.52,0.77,0.89,0.25,0.84,0.19,0.35,0.0,0.35,0.26,0.07,0.8
chaosrts.csv,0.35,0.56,0.74,0.27,0.56,0.25,0.46,0.4,0.65,0.5,0.57,0.76,0.05,0.51
chaperon.csv,0.5,0.12,0.59,0.32,0.56,1.0,0.34,0.01,0.65,0.75,0.12,0.14,0.27,0.49
dxengine.csv,0.3,0.25,0.67,0.77,0.06,1.0,0.32,0.53,0.45,0.12,0.68,0.14,0.95,0.24
emono.csv,0.25,0.69,0.63,0.55,0.72,0.5,0.77,0.71,0.8,0.75,0.72,0.68,0.78,0.64
factor.csv,0.05,1.0,0.33,0.73,0.17,0.0,0.86,0.23,0.35,0.0,0.65,0.03,0.9,0.26
jas.csv,0.15,0.38,0.89,0.73,0.5,0.75,0.25,0.19,0.5,0.88,0.32,0.21,0.95,0.55
jmoney.csv,0.85,0.44,0.85,0.73,0.56,0.5,0.5,0.21,0.5,0.62,0.18,0.54,0.24,0.62
jmonkeyengine.csv,0.3,0.44,0.89,0.91,0.72,0.5,0.14,0.21,0.65,0.5,0.65,0.32,0.98,0.84
matrex.csv,0.7,0.31,0.15,0.64,0.06,0.25,0.25,0.82,0.15,0.38,0.02,0.5,0.24,0.06
primefaces.csv,0.95,0.69,1.0,0.91,1.0,0.75,0.62,0.9,0.75,1.0,0.8,0.83,0.98,1.0
roolo.csv,0.65,0.62,0.56,0.45,0.78,1.0,0.55,0.74,0.75,1.0,0.8,0.97,0.05,0.75
sblim.csv,0.6,0.12,0.63,0.86,0.28,0.5,0.14,0.19,0.2,0.0,0.32,0.35,0.56,0.86
