,jmoney.csv,array4j.csv,dxengine.csv,sblim.csv,jmonkeyengine.csv,chaperon.csv,calcubetimer.csv,matrex.csv,roolo.csv,jas.csv,primefaces.csv,chaosrts.csv,factor.csv,emono.csv
array4j.csv,8.0,0.0,14.0,50.0,0.0,2.0,0.0,1.0,3.0,41.0,1.0,2.0,7.0,0.0
calcubetimer.csv,3.0,6.0,5.0,0.0,0.0,11.0,0.0,1.0,0.0,124.0,0.0,1.0,6.0,0.0
chaosrts.csv,6.0,1.0,9.0,27.0,14.0,18.0,0.0,1.0,0.0,0.0,1.0,1.0,6.0,0.0
chaperon.csv,5.0,0.0,4.0,7.0,0.0,1.0,2.0,1.0,0.0,13.0,0.0,1.0,0.0,0.0
dxengine.csv,9.0,3.0,2.0,0.0,1.0,20.0,0.0,4.0,0.0,36.0,2.0,1.0,0.0,2.0
emono.csv,13.0,5.0,2.0,26.0,0.0,17.0,0.0,2.0,0.0,10.0,1.0,2.0,0.0,0.0
factor.csv,1.0,5.0,2.0,5.0,8.0,51.0,0.0,1.0,2.0,124.0,1.0,0.0,0.0,0.0
jas.csv,15.0,5.0,3.0,0.0,2.0,18.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0
jmoney.csv,0.0,10.0,0.0,53.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
jmonkeyengine.csv,13.0,11.0,2.0,0.0,0.0,9.0,1.0,2.0,0.0,10.0,2.0,2.0,0.0,0.0
matrex.csv,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,2.0,2.0,1.0
primefaces.csv,12.0,9.0,5.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
roolo.csv,17.0,0.0,11.0,26.0,0.0,18.0,0.0,1.0,0.0,10.0,1.0,2.0,10.0,0.0
sblim.csv,3.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,6.0,124.0,0.0,0.0,0.0,0.0
