,net-snmp.csv,flylinkdc.csv,xbrlapi.csv,agilitybook.csv,vdsf.csv,n2cms.csv,jcae.csv,fw4spl.csv,ossbuild.csv,mimosa.csv,grisbi.csv,alpine.csv,tcvp.csv,yarp.csv,nabu-library.csv,virtuoso.csv,enzo.csv,jcl.csv,quickfast.csv,libarchive.csv
agilitybook.csv,0.0,0.8,0.53,0.26,0.0,0.39,0.12,0.15,0.17,0.28,0.95,0.23,0.08,0.4,0.45,0.61,0.71,0.15,0.65,0.57
alpine.csv,0.48,0.31,0.53,0.23,0.09,0.4,0.16,0.18,0.13,0.46,0.94,0.21,0.08,0.4,0.51,0.23,0.92,0.21,0.59,0.42
enzo.csv,0.46,0.37,0.55,0.12,0.09,0.41,0.11,0.13,0.07,0.64,0.91,0.08,0.12,0.44,0.71,0.25,0.93,0.12,0.67,0.51
flylinkdc.csv,0.49,0.5,0.54,0.13,0.07,0.4,0.15,0.11,0.1,0.58,1.0,0.1,0.07,0.43,0.43,0.24,0.85,0.12,0.71,0.55
fw4spl.csv,0.44,0.32,0.47,0.22,0.12,0.43,0.12,0.25,0.06,0.29,0.95,0.08,0.12,0.41,0.85,0.23,0.93,0.22,0.74,0.54
grisbi.csv,0.48,0.31,0.49,0.13,0.09,0.41,0.11,0.13,0.13,0.46,0.96,0.12,0.12,0.39,0.43,0.24,0.83,0.12,0.58,0.48
jcae.csv,1.0,0.58,0.54,0.13,0.35,0.42,0.33,0.21,0.0,0.63,0.91,0.75,0.09,0.33,0.19,0.53,1.0,0.35,0.7,0.0
jcl.csv,0.54,0.42,0.57,0.19,0.09,0.47,0.19,0.13,0.17,0.76,1.0,0.14,0.1,0.53,0.7,0.44,0.85,0.32,0.64,0.5
libarchive.csv,0.44,0.29,0.5,0.18,0.13,0.39,0.11,0.13,0.09,0.45,0.88,0.12,0.08,0.39,0.52,0.27,0.92,0.12,0.59,0.66
mimosa.csv,0.46,0.33,0.54,0.16,0.08,0.39,0.15,0.14,0.14,0.77,0.76,0.09,0.11,0.43,0.51,0.28,0.93,0.19,0.53,0.42
n2cms.csv,0.49,0.34,0.53,0.18,0.14,0.65,0.14,0.23,0.12,0.43,0.93,0.1,0.06,0.41,0.82,0.33,0.79,0.13,0.79,0.49
nabu-library.csv,0.45,0.25,0.38,0.2,0.14,0.35,0.09,0.2,0.15,0.24,0.0,0.08,0.0,0.4,0.8,0.35,0.77,0.11,0.53,0.25
net-snmp.csv,0.55,0.28,0.53,0.17,0.08,0.38,0.1,0.18,0.05,0.45,0.89,0.08,0.12,0.48,0.46,0.25,0.96,0.11,0.63,0.48
ossbuild.csv,0.52,0.5,0.47,0.18,0.12,0.44,0.45,0.11,0.33,0.76,0.91,0.11,0.08,0.44,0.41,0.43,0.84,0.43,0.67,0.49
quickfast.csv,0.45,0.49,0.55,0.15,0.08,0.45,0.12,0.16,0.1,0.59,0.93,0.08,0.15,0.46,0.68,0.34,0.82,0.12,0.82,0.47
tcvp.csv,1.0,0.2,0.4,0.0,0.0,0.5,0.0,0.16,0.0,0.0,1.0,0.0,0.33,0.2,0.74,0.5,1.0,0.0,0.75,0.0
vdsf.csv,0.41,0.24,0.56,0.13,0.21,0.41,0.06,0.07,0.14,0.39,0.82,0.07,0.11,0.39,0.4,0.17,0.81,0.08,0.54,0.4
virtuoso.csv,0.45,0.27,0.5,0.13,0.12,0.4,0.11,0.13,0.15,0.4,0.82,0.08,0.11,0.43,0.52,0.41,0.8,0.12,0.72,0.47
xbrlapi.csv,0.38,0.38,0.62,0.27,0.0,0.4,0.14,0.18,0.0,0.61,0.97,0.38,0.0,0.67,0.23,0.0,0.89,0.04,0.8,0.0
yarp.csv,0.49,0.82,0.47,0.12,0.0,0.38,0.08,0.1,0.0,0.34,1.0,0.14,0.0,0.56,0.48,0.0,0.9,0.1,0.8,0.5
