,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,runuomondains.csv,somap.csv,hydrate.csv,cme.csv
algebsql.csv,0.92,0.76,0.84,0.58,0.77,0.82,0.0,0.56,0.89,0.9,0.74,0.71,0.9,1.04
cme.csv,1.0,1.0,1.0,1.0,0.96,1.0,1.0,0.95,1.0,1.0,1.0,1.0,1.0,0.0
hydrate.csv,0.94,0.96,0.68,1.0,0.76,0.99,0.96,1.0,0.93,0.78,0.39,0.82,0.0,0.31
ivef-sdk.csv,0.87,0.39,0.77,0.8,0.75,0.0,0.71,0.91,0.83,0.82,0.89,1.06,0.98,0.68
jmri.csv,0.78,0.72,0.05,0.89,0.6,0.96,0.71,0.96,0.83,0.64,0.76,0.86,0.5,0.78
jython.csv,0.7,0.59,0.69,0.78,0.56,0.45,0.89,0.05,0.69,0.82,0.59,0.68,0.53,0.6
kdenlive.csv,0.03,0.6,0.7,1.06,0.78,1.07,0.74,0.99,0.59,0.57,0.66,0.51,0.7,0.77
opentibia.csv,0.82,0.0,0.7,1.0,0.83,0.89,0.56,0.99,0.77,0.71,0.8,0.71,0.84,0.78
projectfactory.csv,0.88,0.89,0.85,1.01,0.86,1.06,0.97,1.11,0.77,0.03,0.67,0.71,0.79,1.0
runuomondains.csv,0.86,0.96,0.91,0.97,0.96,1.0,1.0,0.91,0.9,0.92,0.12,0.94,0.88,1.0
somap.csv,1.0,1.0,0.92,1.0,0.98,1.0,1.0,1.0,1.0,0.89,1.0,0.01,1.0,0.98
taverna.csv,0.86,0.91,0.88,0.86,0.04,1.06,0.98,0.55,0.8,0.68,0.52,0.71,0.74,1.02
unbvision.csv,0.6,0.89,0.6,0.95,0.85,0.55,0.69,0.43,0.07,0.85,0.68,0.88,0.36,0.5
x-ray-mule.csv,0.94,0.87,0.98,0.0,0.91,0.99,1.01,1.0,0.82,0.83,0.75,0.86,0.97,1.0
