,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,wxjs.csv,cortex-vfx.csv,ffigo.csv,mplayer-ce.csv,wikipediardware.csv
cortex-vfx.csv,0.78,0.19,0.21,0.68,0.63,0.04,1.0,0.64,0.5,0.73
empserver.csv,0.75,0.13,0.16,0.65,1.0,0.1,0.3,0.72,0.49,0.75
enlightenment.csv,0.71,0.18,0.14,1.0,0.5,0.05,0.3,0.76,0.47,0.86
ffigo.csv,0.78,0.17,0.2,0.7,0.6,0.08,0.31,1.0,0.45,0.71
ildjit.csv,0.53,1.0,0.09,0.53,0.67,0.0,0.32,1.0,0.37,0.75
jfreereport.csv,0.55,0.25,1.0,0.58,0.46,0.07,0.21,0.58,0.46,0.7
mplayer-ce.csv,0.64,0.25,0.15,0.57,0.49,0.09,0.32,0.6,0.99,0.68
psycle.csv,1.0,0.32,0.14,0.6,0.6,0.07,0.25,0.7,0.46,0.73
wikipediardware.csv,0.77,0.22,0.15,0.63,0.51,0.11,0.23,0.67,0.46,0.97
wxjs.csv,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0
