,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,open-ms.csv,tango-cs.csv,geochat.csv
decidr.csv,0.6,0.72,0.62,0.52,0.35,0.65,0.98,0.61,0.64,0.54,0.5,0.59,0.23,0.56,0.74,0.57,0.49,0.6
doomlegacy.csv,0.73,0.63,0.68,0.66,0.62,0.64,0.62,0.56,0.67,0.53,0.53,0.69,0.99,0.67,0.8,0.63,0.4,0.43
elmo.csv,0.06,1.0,0.01,0.13,0.05,0.0,0.09,0.24,0.09,0.09,0.09,0.18,0.06,0.07,0.17,0.09,0.11,0.09
geochat.csv,0.42,0.24,0.63,0.34,0.68,0.57,0.49,0.31,0.27,0.43,0.72,0.66,0.53,0.53,0.66,0.62,0.58,0.94
gpac.csv,0.39,0.0,0.46,0.34,0.36,0.49,0.45,0.98,0.55,0.37,0.58,0.48,0.38,0.43,0.57,0.47,0.33,0.49
illumination.csv,0.11,0.24,0.18,0.28,0.11,0.29,0.05,0.06,0.15,0.0,0.26,0.21,0.42,0.95,0.21,0.28,0.5,0.48
ktc.csv,0.97,0.45,0.57,0.11,0.54,0.38,0.3,0.46,0.37,0.33,0.34,0.49,0.38,0.33,0.17,0.44,0.59,0.51
neoengine.csv,0.66,0.47,0.97,0.54,0.62,0.46,0.44,0.69,0.62,0.57,0.57,0.67,0.55,0.56,0.56,0.61,0.56,0.46
nicepress.csv,0.42,0.0,0.28,0.13,0.5,1.0,0.32,0.34,0.4,0.0,0.34,0.41,0.18,0.51,0.37,0.38,0.42,0.2
omseek.csv,0.09,0.51,0.07,0.13,0.2,0.41,0.13,0.55,0.09,0.31,0.07,0.98,0.07,0.15,0.0,0.21,0.52,0.09
open-ms.csv,0.42,0.61,0.32,0.42,0.47,0.17,0.41,0.21,0.48,0.53,0.49,0.41,0.47,0.27,0.11,0.9,0.52,0.4
pi-qmc.csv,0.67,0.13,0.64,0.53,0.65,0.65,0.52,0.53,0.57,0.17,0.6,0.61,0.45,0.55,0.93,0.57,0.56,0.55
rosegarden.csv,0.65,0.44,0.57,0.44,0.96,0.43,0.35,0.31,0.42,0.46,0.47,0.58,0.58,0.14,0.55,0.51,0.65,0.12
smarttag.csv,0.56,0.0,0.65,0.39,0.46,0.59,0.46,0.33,0.66,1.0,0.48,0.42,0.47,0.57,0.27,0.45,0.44,0.47
sylpheed-claws.csv,0.59,0.61,0.57,0.56,0.62,0.59,0.55,0.58,0.97,0.17,0.54,0.67,0.54,0.49,0.68,0.56,0.6,0.37
tango-cs.csv,0.56,0.0,0.54,0.49,0.55,0.47,0.37,0.26,0.4,0.24,0.44,0.6,0.41,0.39,0.68,0.35,0.94,0.43
xemeiah.csv,0.65,0.44,0.62,0.4,0.59,0.61,0.53,0.57,0.68,0.25,0.96,0.59,0.49,0.51,0.6,0.55,0.64,0.41
zscreen.csv,0.73,0.71,0.67,0.92,0.68,0.71,0.56,0.09,0.27,0.51,0.61,0.69,0.53,0.46,0.54,0.62,0.57,0.55
