,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,open-ms.csv,tango-cs.csv,geochat.csv
decidr.csv,0.52,0.39,0.44,0.43,0.69,0.49,0.46,0.36,0.37,0.52,0.49,0.59,0.95,0.42,0.56,0.56,0.57,0.53
doomlegacy.csv,0.39,0.44,0.41,0.43,0.46,0.42,0.38,0.28,0.33,0.39,0.4,0.48,0.39,0.4,0.44,0.42,0.32,0.47
elmo.csv,0.94,0.83,0.75,0.83,0.98,0.75,0.97,0.93,0.93,0.83,0.88,0.95,0.8,0.83,0.89,0.98,0.8,0.92
geochat.csv,0.62,0.8,0.44,0.65,0.44,0.49,0.51,0.69,0.43,0.45,0.48,0.5,0.4,0.59,0.49,0.48,0.44,0.86
gpac.csv,0.7,0.86,0.68,0.87,0.81,0.75,0.57,0.48,0.59,0.51,0.61,0.75,0.55,0.54,0.6,0.81,0.82,0.57
illumination.csv,0.93,0.91,0.96,0.67,0.97,0.93,0.95,0.88,0.95,0.0,0.97,0.72,0.66,0.88,0.83,0.82,0.39,0.65
ktc.csv,0.5,0.67,0.49,0.75,0.62,0.67,0.75,0.49,0.58,0.73,0.73,0.6,0.52,0.72,0.75,0.61,0.36,0.71
neoengine.csv,0.46,0.56,0.6,0.46,0.58,0.56,0.53,0.38,0.51,0.46,0.61,0.58,0.49,0.48,0.61,0.58,0.42,0.59
nicepress.csv,0.74,0.75,0.97,0.8,0.65,0.58,0.83,0.66,0.63,0.75,0.66,0.87,0.93,0.65,0.77,0.79,0.58,0.95
omseek.csv,0.96,0.61,0.93,0.83,0.98,0.7,0.98,0.52,0.93,0.67,0.94,0.97,0.89,0.9,0.0,0.98,0.5,0.88
open-ms.csv,0.67,0.7,0.8,0.51,0.84,0.92,0.47,0.93,0.73,0.46,0.74,0.64,0.65,0.88,0.92,0.92,0.46,0.76
pi-qmc.csv,0.5,0.52,0.5,0.45,0.6,0.52,0.52,0.32,0.56,0.78,0.55,0.56,0.65,0.47,0.6,0.55,0.44,0.51
rosegarden.csv,0.47,0.48,0.48,0.62,0.66,0.59,0.65,0.7,0.51,0.58,0.74,0.65,0.46,0.88,0.69,0.6,0.38,0.86
smarttag.csv,0.53,0.86,0.46,0.62,0.71,0.61,0.54,0.67,0.4,0.79,0.55,0.59,0.58,0.43,0.8,0.65,0.45,0.58
sylpheed-claws.csv,0.52,0.44,0.53,0.44,0.55,0.51,0.53,0.38,0.51,0.73,0.5,0.52,0.44,0.44,0.53,0.55,0.43,0.53
tango-cs.csv,0.55,0.86,0.54,0.62,0.61,0.6,0.78,0.8,0.65,0.73,0.61,0.65,0.56,0.59,0.49,0.81,0.58,0.63
xemeiah.csv,0.46,0.39,0.44,0.53,0.53,0.52,0.53,0.37,0.41,0.7,0.58,0.56,0.39,0.48,0.56,0.5,0.33,0.54
zscreen.csv,0.42,0.5,0.5,0.47,0.49,0.46,0.39,0.33,0.45,0.42,0.46,0.51,0.52,0.49,0.64,0.51,0.39,0.48
