,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,open-ms.csv,tango-cs.csv,geochat.csv
decidr.csv,0.41,0.48,0.42,0.48,0.34,0.32,0.0,0.68,0.41,0.54,0.37,0.38,0.23,0.54,0.2,0.36,0.41,0.4
doomlegacy.csv,0.51,0.66,0.47,0.22,0.57,0.45,0.64,0.77,0.51,0.59,0.53,0.49,0.0,0.54,0.25,0.63,0.86,0.4
elmo.csv,0.07,0.01,0.02,0.04,0.16,0.06,0.05,0.06,0.06,0.13,0.04,0.06,0.04,0.08,0.11,0.12,0.01,0.1
geochat.csv,0.24,0.13,0.53,0.22,0.56,0.75,0.29,0.23,0.93,0.85,0.41,0.47,0.54,0.46,0.57,0.33,0.55,0.0
gpac.csv,0.24,0.1,0.37,0.33,0.26,0.39,0.63,0.02,0.28,0.82,0.62,0.35,0.38,0.49,0.48,0.29,0.3,0.56
illumination.csv,0.03,0.15,0.18,0.56,0.08,0.26,0.02,0.11,0.07,0.03,0.19,0.35,0.38,0.0,0.04,0.22,0.46,0.49
ktc.csv,0.01,0.15,0.24,0.0,0.11,0.09,0.15,0.32,0.16,0.18,0.17,0.22,0.23,0.2,0.02,0.26,0.45,0.2
neoengine.csv,0.46,0.85,0.01,0.7,0.35,0.46,0.23,0.49,0.57,0.41,0.44,0.49,0.65,0.63,0.55,0.45,0.49,0.39
nicepress.csv,0.11,0.06,0.06,0.0,0.24,0.0,0.11,0.32,0.29,0.1,0.19,0.13,0.12,0.23,0.11,0.24,0.23,0.17
omseek.csv,0.12,0.79,0.04,0.04,0.14,0.14,0.1,0.6,0.05,0.59,0.17,0.0,0.15,0.12,0.0,0.12,0.45,0.06
open-ms.csv,0.47,0.69,0.39,0.81,0.37,0.1,0.84,0.09,0.6,0.74,0.53,0.63,0.46,0.34,0.2,0.0,0.74,0.39
pi-qmc.csv,0.26,0.97,0.61,0.63,0.3,0.41,0.48,0.81,0.31,0.18,0.42,0.41,0.27,0.57,0.0,0.36,0.57,0.36
rosegarden.csv,0.14,0.28,0.19,0.37,0.01,0.22,0.21,0.26,0.25,0.33,0.23,0.43,0.38,0.22,0.04,0.28,0.46,0.26
smarttag.csv,0.28,0.1,0.22,0.19,0.18,0.23,0.38,0.23,0.3,0.0,0.38,0.35,0.31,0.49,0.0,0.34,0.49,0.31
sylpheed-claws.csv,0.25,0.36,0.24,0.33,0.29,0.28,0.43,0.51,0.02,0.23,0.35,0.41,0.38,0.43,0.34,0.48,0.42,0.36
tango-cs.csv,0.28,0.1,0.4,0.3,0.36,0.38,0.27,0.36,0.29,0.31,0.28,0.32,0.42,0.35,0.48,0.22,0.04,0.43
xemeiah.csv,0.18,0.31,0.35,0.11,0.22,0.41,0.13,0.55,0.57,0.18,0.03,0.21,0.35,0.26,0.07,0.4,0.55,0.29
zscreen.csv,0.47,0.51,0.39,0.04,0.54,0.54,0.76,0.98,0.93,0.82,0.63,0.54,0.31,0.57,0.25,0.53,0.68,0.53
