,octave.csv,zildo.csv,customsagetv.csv,alleg.csv,ctrlr.csv,xfce.csv,glas.csv,xcf.csv,tango-cs.csv
alleg.csv,0.61,0.36,0.37,0.71,0.59,0.67,0.37,0.63,0.64
ctrlr.csv,0.41,0.19,0.0,0.27,0.71,0.48,0.59,0.49,0.58
customsagetv.csv,0.17,0.44,0.87,0.07,0.17,0.07,0.1,0.11,0.58
glas.csv,0.64,0.76,0.63,0.71,0.61,0.62,0.63,0.46,0.64
octave.csv,0.49,0.21,0.24,0.12,0.28,0.53,0.45,0.35,0.24
tango-cs.csv,0.27,0.35,0.22,0.58,0.47,0.61,0.65,0.6,0.61
xcf.csv,0.65,0.63,0.85,0.58,0.37,0.51,0.72,0.78,0.55
xfce.csv,0.57,0.64,0.1,0.64,0.27,0.66,0.63,0.52,0.57
zildo.csv,0.49,0.7,0.8,0.63,0.31,0.6,0.1,0.38,0.55
