,octave.csv,zildo.csv,customsagetv.csv,alleg.csv,ctrlr.csv,xfce.csv,glas.csv,xcf.csv,tango-cs.csv
alleg.csv,98.5,192.0,1243.0,197.5,99.0,683.0,85.5,94.5,99.0
ctrlr.csv,1585.5,453.0,371.0,94.5,99.0,487.0,1794.5,93.5,98.5
customsagetv.csv,98.5,98.5,79.5,97.5,337.0,188.0,152.0,87.5,99.0
glas.csv,98.5,98.5,1268.5,197.5,99.0,684.0,466.5,177.0,99.0
octave.csv,95.5,195.5,790.5,91.5,591.0,194.5,195.5,195.0,98.5
tango-cs.csv,97.5,197.5,1347.0,98.5,248.5,390.5,196.5,96.5,98.5
xcf.csv,98.5,98.5,339.0,197.5,699.0,585.5,749.0,96.5,99.0
xfce.csv,98.5,197.5,781.0,98.5,751.0,683.0,196.5,195.0,99.0
zildo.csv,97.5,98.5,544.0,98.5,671.0,587.5,152.0,87.5,95.5
