,vdsf.csv,n2cms.csv,apolloplayer.csv,nuttx.csv,maidsafe-dht.csv,nug.csv,redshell.csv,nassp.csv,oppna-program-hsatools.csv,grisbi.csv,tcvp.csv,tart.csv,dspace-gsoc.csv,zabbix.csv,super-tux.csv,mesa3d.csv,ninject.csv,oorexx.csv,web-cat.csv
apolloplayer.csv,1.0,0.62,0.75,0.88,0.36,0.59,0.45,0.25,0.53,0.05,0.0,0.6,0.67,0.12,0.37,1.0,0.4,0.14,0.74
dspace-gsoc.csv,0.97,0.85,0.62,0.16,0.79,0.53,0.38,0.5,0.91,0.77,0.44,0.6,0.78,0.45,0.39,0.22,0.2,0.28,0.95
grisbi.csv,1.0,0.69,1.0,1.0,0.86,0.71,0.91,1.0,0.86,0.83,1.0,1.0,0.94,0.75,0.89,0.87,0.8,0.89,0.95
maidsafe-dht.csv,0.58,0.27,0.75,0.6,0.64,0.59,0.47,0.5,0.65,0.8,0.0,0.6,0.72,0.57,0.3,0.84,0.2,0.36,0.79
mesa3d.csv,0.07,0.17,0.0,0.06,0.57,0.35,0.42,0.83,0.56,0.44,0.78,1.0,0.31,0.17,0.6,0.57,0.0,0.06,0.21
n2cms.csv,0.67,0.71,0.75,0.33,0.71,0.47,0.58,0.92,0.39,0.89,0.44,0.6,0.64,0.78,0.41,0.64,0.6,0.86,0.84
nassp.csv,0.0,0.33,0.46,0.33,0.36,0.35,0.35,0.83,0.14,0.33,0.0,0.2,0.19,0.23,0.3,0.67,0.8,0.25,0.42
ninject.csv,0.02,0.44,0.29,0.16,0.5,0.47,0.05,0.25,0.31,0.3,0.0,0.2,0.33,0.4,0.14,0.25,1.0,0.47,0.89
nug.csv,0.95,0.9,0.75,0.77,0.21,0.76,0.16,0.5,0.58,0.02,0.22,0.2,0.64,0.18,0.3,0.25,0.8,0.83,0.05
nuttx.csv,0.07,0.17,0.21,0.74,0.29,0.41,0.28,0.58,0.14,0.18,0.78,0.8,0.19,0.28,0.33,0.17,0.0,0.42,0.42
oorexx.csv,0.27,0.12,0.58,0.14,0.57,0.41,0.42,0.83,0.13,0.47,0.78,1.0,0.06,0.29,0.35,0.19,0.0,0.72,0.16
oppna-program-hsatools.csv,1.0,0.79,1.0,0.79,0.86,0.82,0.92,0.92,0.88,0.89,0.0,0.6,0.83,0.77,0.58,0.91,1.0,0.97,1.0
redshell.csv,0.81,0.21,0.33,0.98,0.57,0.35,0.8,0.25,0.67,0.35,0.44,0.6,0.06,0.71,0.61,0.42,1.0,0.42,0.79
super-tux.csv,0.65,0.38,0.54,0.78,1.0,0.76,0.61,0.75,0.42,0.64,1.0,0.8,0.94,0.69,0.91,0.87,0.0,0.47,0.58
tart.csv,0.0,0.23,0.38,0.09,0.64,0.35,0.46,0.67,0.78,0.94,1.0,1.0,0.5,0.63,0.41,0.13,0.4,0.36,0.16
tcvp.csv,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.78,0.0,0.0,0.03,0.01,0.0,0.0,0.0,0.0
vdsf.csv,0.36,0.81,0.88,0.62,0.86,0.47,0.9,0.75,0.89,0.98,0.56,1.0,0.86,0.97,0.78,0.87,1.0,0.86,1.0
web-cat.csv,0.34,0.88,0.75,0.27,1.0,0.65,0.81,0.92,0.8,1.0,1.0,1.0,0.61,1.0,0.76,0.29,0.8,0.78,0.79
zabbix.csv,0.19,0.81,0.62,0.24,0.57,0.59,0.54,0.83,0.61,0.56,0.67,1.0,0.61,0.51,0.54,0.64,1.0,0.56,0.58
