,vdsf.csv,n2cms.csv,apolloplayer.csv,nuttx.csv,maidsafe-dht.csv,nug.csv,redshell.csv,nassp.csv,oppna-program-hsatools.csv,grisbi.csv,tcvp.csv,tart.csv,dspace-gsoc.csv,zabbix.csv,super-tux.csv,mesa3d.csv,ninject.csv,oorexx.csv,web-cat.csv
apolloplayer.csv,0.16,0.51,0.59,0.85,0.29,0.47,0.62,0.22,0.67,0.09,0.0,0.11,0.71,0.22,0.54,0.36,0.27,0.22,0.52
dspace-gsoc.csv,0.16,0.55,0.38,0.26,0.41,0.33,0.55,0.5,0.87,0.85,0.18,0.09,0.8,0.4,0.56,0.26,0.22,0.42,0.55
grisbi.csv,0.16,0.51,0.38,0.9,0.39,0.39,0.94,0.39,0.85,0.89,0.22,0.14,0.78,0.51,0.92,0.41,0.14,0.74,0.55
maidsafe-dht.csv,0.27,0.34,0.37,0.68,0.49,0.38,0.63,0.32,0.78,0.88,0.0,0.14,0.71,0.57,0.46,0.32,0.14,0.48,0.57
mesa3d.csv,0.09,0.22,0.0,0.11,0.31,0.33,0.59,0.47,0.67,0.6,0.19,0.21,0.44,0.18,0.74,0.43,0.0,0.1,0.31
n2cms.csv,0.22,0.67,0.42,0.47,0.41,0.3,0.72,0.4,0.55,0.91,0.2,0.11,0.63,0.5,0.58,0.35,0.18,0.71,0.54
nassp.csv,0.0,0.39,0.35,0.47,0.34,0.34,0.51,0.67,0.24,0.5,0.0,0.06,0.29,0.36,0.46,0.36,0.24,0.37,0.44
ninject.csv,0.02,0.4,0.31,0.27,0.27,0.41,0.09,0.18,0.46,0.45,0.0,0.05,0.43,0.3,0.25,0.25,0.56,0.55,0.63
nug.csv,0.16,0.59,0.43,0.8,0.22,0.72,0.28,0.32,0.68,0.03,0.15,0.04,0.65,0.2,0.46,0.23,0.13,0.7,0.09
nuttx.csv,0.07,0.25,0.23,0.81,0.28,0.29,0.44,0.35,0.23,0.3,0.24,0.15,0.33,0.31,0.49,0.24,0.0,0.52,0.5
oorexx.csv,0.23,0.18,0.38,0.23,0.38,0.3,0.58,0.51,0.21,0.62,0.2,0.18,0.11,0.42,0.52,0.26,0.0,0.75,0.25
oppna-program-hsatools.csv,0.16,0.55,0.38,0.8,0.32,0.45,0.94,0.35,0.93,0.91,0.0,0.11,0.74,0.61,0.72,0.34,0.16,0.73,0.55
redshell.csv,0.13,0.28,0.29,0.9,0.27,0.29,0.88,0.16,0.73,0.45,0.15,0.08,0.11,0.46,0.75,0.23,0.2,0.47,0.52
super-tux.csv,0.22,0.38,0.28,0.78,0.41,0.49,0.75,0.38,0.53,0.69,0.2,0.11,0.76,0.51,0.95,0.34,0.0,0.54,0.51
tart.csv,0.0,0.27,0.3,0.15,0.43,0.31,0.62,0.43,0.81,0.92,0.2,0.32,0.56,0.44,0.58,0.18,0.15,0.48,0.25
tcvp.csv,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.41,0.0,0.0,0.03,0.02,0.0,0.0,0.0,0.0
vdsf.csv,0.27,0.56,0.34,0.68,0.31,0.29,0.93,0.29,0.87,0.9,0.23,0.15,0.74,0.56,0.86,0.32,0.15,0.7,0.56
web-cat.csv,0.15,0.56,0.42,0.41,0.39,0.36,0.88,0.36,0.81,0.9,0.2,0.14,0.59,0.57,0.86,0.24,0.14,0.71,0.75
zabbix.csv,0.19,0.55,0.38,0.36,0.38,0.36,0.69,0.51,0.7,0.7,0.21,0.21,0.6,0.55,0.69,0.3,0.17,0.62,0.56
