,vdsf.csv,n2cms.csv,apolloplayer.csv,nuttx.csv,maidsafe-dht.csv,nug.csv,redshell.csv,nassp.csv,oppna-program-hsatools.csv,grisbi.csv,tcvp.csv,tart.csv,dspace-gsoc.csv,zabbix.csv,super-tux.csv,mesa3d.csv,ninject.csv,oorexx.csv,web-cat.csv
apolloplayer.csv,1.0,0.53,0.24,0.92,0.27,0.44,0.38,0.26,0.26,0.0,0.0,0.54,0.42,0.0,0.0,0.96,0.15,0.2,0.68
dspace-gsoc.csv,0.99,0.8,0.49,0.21,0.48,0.81,0.38,0.13,0.83,0.21,0.42,0.65,0.32,0.52,0.2,0.13,0.05,0.08,0.94
grisbi.csv,1.0,0.65,0.99,1.0,0.6,0.89,0.88,0.8,0.78,0.14,0.84,0.72,0.89,0.79,0.6,0.63,0.87,0.76,0.94
maidsafe-dht.csv,0.27,0.2,0.71,0.79,0.23,0.69,0.38,0.41,0.09,0.14,0.03,0.4,0.58,0.28,0.0,0.94,0.15,0.2,0.61
mesa3d.csv,0.05,0.24,0.0,0.1,0.5,0.36,0.62,0.46,0.57,0.07,0.77,0.43,0.16,0.46,0.2,0.3,0.0,0.08,0.1
n2cms.csv,0.42,0.27,0.54,0.31,0.42,0.81,0.5,0.7,0.22,0.36,0.36,0.53,0.74,0.92,0.2,0.55,0.45,0.8,0.77
nassp.csv,0.0,0.26,0.35,0.44,0.17,0.33,0.38,0.17,0.04,0.0,0.04,0.29,0.32,0.03,0.2,0.55,0.45,0.16,0.29
ninject.csv,0.12,0.47,0.18,0.13,0.5,0.39,0.25,0.39,0.22,0.21,0.01,0.42,0.42,0.82,0.4,0.19,0.15,0.36,0.58
nug.csv,0.97,0.73,0.52,0.72,0.17,0.17,0.0,0.43,0.57,0.0,0.2,0.48,0.63,0.44,0.0,0.24,0.98,0.8,0.06
nuttx.csv,0.09,0.09,0.19,0.49,0.18,0.67,0.25,0.46,0.43,0.07,0.58,0.49,0.0,0.36,0.2,0.08,0.02,0.28,0.16
oorexx.csv,0.11,0.15,0.44,0.1,0.33,0.61,0.38,0.37,0.43,0.21,0.74,0.51,0.0,0.06,0.2,0.07,0.02,0.28,0.06
oppna-program-hsatools.csv,1.0,0.72,1.0,0.92,0.82,0.86,0.88,0.87,0.09,0.36,0.01,0.55,0.79,0.49,0.4,0.94,0.96,1.0,1.0
redshell.csv,0.98,0.19,0.3,0.87,0.62,0.53,0.38,0.48,0.74,0.93,0.54,0.74,0.0,0.92,0.4,0.63,0.73,0.52,0.77
super-tux.csv,0.41,0.38,0.71,0.97,0.68,0.64,0.5,0.57,0.78,1.0,0.99,0.74,1.0,0.67,0.0,0.87,0.02,0.4,0.42
tart.csv,0.0,0.28,0.34,0.23,0.32,0.44,0.5,0.37,0.65,0.5,0.95,0.24,0.53,0.82,0.2,0.08,0.35,0.2,0.06
tcvp.csv,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.04,0.35,0.0,0.24,0.12,0.0,0.49,0.0,0.01,0.0,0.0,0.0
vdsf.csv,0.12,0.72,0.97,0.95,0.87,0.86,0.88,0.89,0.74,1.0,0.39,0.65,0.89,0.99,0.8,0.98,1.0,0.84,0.97
web-cat.csv,0.31,0.8,0.54,0.31,0.73,0.92,0.62,0.83,0.87,1.0,0.99,0.7,0.84,1.0,0.4,0.3,0.89,0.6,0.19
zabbix.csv,0.08,0.74,0.49,0.38,0.33,0.81,0.5,0.37,0.61,0.21,0.57,0.43,0.79,0.22,0.2,0.71,0.91,0.36,0.29
