,vdsf.csv,n2cms.csv,apolloplayer.csv,nuttx.csv,maidsafe-dht.csv,nug.csv,redshell.csv,nassp.csv,oppna-program-hsatools.csv,grisbi.csv,tcvp.csv,tart.csv,dspace-gsoc.csv,zabbix.csv,super-tux.csv,mesa3d.csv,ninject.csv,oorexx.csv,web-cat.csv
apolloplayer.csv,0.0,0.58,0.75,0.29,0.4,0.58,0.48,0.29,0.56,0.06,0.0,0.57,0.65,0.15,0.42,0.17,0.45,0.17,0.59
dspace-gsoc.csv,0.05,0.52,0.59,0.19,0.72,0.39,0.41,0.55,0.49,0.77,0.46,0.52,0.76,0.46,0.43,0.26,0.24,0.33,0.24
grisbi.csv,0.0,0.58,0.05,0.0,0.7,0.34,0.39,0.56,0.54,0.84,0.49,0.66,0.37,0.5,0.71,0.68,0.39,0.58,0.24
maidsafe-dht.csv,0.6,0.31,0.57,0.44,0.66,0.5,0.49,0.52,0.69,0.81,0.0,0.6,0.63,0.59,0.35,0.23,0.24,0.4,0.66
mesa3d.csv,0.09,0.2,0.0,0.07,0.55,0.38,0.41,0.75,0.53,0.49,0.53,0.87,0.35,0.2,0.63,0.59,0.0,0.07,0.25
n2cms.csv,0.65,0.71,0.67,0.37,0.68,0.36,0.56,0.65,0.43,0.83,0.47,0.57,0.5,0.28,0.45,0.59,0.59,0.52,0.55
nassp.csv,0.0,0.37,0.49,0.36,0.41,0.39,0.38,0.83,0.17,0.38,0.0,0.23,0.22,0.27,0.34,0.61,0.73,0.29,0.46
ninject.csv,0.02,0.46,0.33,0.19,0.5,0.49,0.06,0.28,0.35,0.34,0.0,0.23,0.36,0.32,0.17,0.29,0.97,0.5,0.73
nug.csv,0.13,0.61,0.67,0.57,0.25,0.77,0.19,0.51,0.54,0.02,0.26,0.23,0.56,0.21,0.35,0.29,0.09,0.51,0.06
nuttx.csv,0.09,0.2,0.25,0.68,0.33,0.39,0.32,0.57,0.16,0.21,0.67,0.72,0.23,0.32,0.37,0.2,0.0,0.46,0.47
oorexx.csv,0.31,0.14,0.58,0.17,0.59,0.41,0.45,0.78,0.15,0.51,0.56,0.83,0.07,0.34,0.39,0.23,0.0,0.72,0.19
oppna-program-hsatools.csv,0.0,0.58,0.0,0.28,0.49,0.42,0.39,0.42,0.89,0.83,0.0,0.56,0.52,0.7,0.58,0.24,0.17,0.0,0.0
redshell.csv,0.09,0.25,0.37,0.42,0.52,0.37,0.76,0.28,0.51,0.19,0.44,0.48,0.07,0.28,0.61,0.41,0.65,0.43,0.53
super-tux.csv,0.64,0.41,0.46,0.13,0.7,0.62,0.58,0.65,0.36,0.0,0.05,0.57,0.0,0.57,0.93,0.41,0.0,0.49,0.58
tart.csv,0.0,0.27,0.42,0.11,0.65,0.38,0.47,0.66,0.63,0.8,0.21,0.94,0.49,0.42,0.45,0.16,0.43,0.4,0.19
tcvp.csv,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.78,0.0,0.0,0.04,0.01,0.0,0.0,0.0,0.0
vdsf.csv,0.41,0.59,0.13,0.19,0.41,0.32,0.39,0.35,0.6,0.0,0.57,0.73,0.36,0.05,0.49,0.09,0.0,0.46,0.13
web-cat.csv,0.38,0.52,0.67,0.31,0.65,0.27,0.66,0.49,0.39,0.0,0.05,0.68,0.39,0.0,0.72,0.33,0.35,0.66,0.79
zabbix.csv,0.23,0.57,0.59,0.27,0.59,0.42,0.53,0.78,0.55,0.59,0.6,0.87,0.44,0.55,0.58,0.52,0.33,0.57,0.6
