,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv,chrysalis.csv
benojt.csv,0.95,1.0,1.0,0.99,1.0,1.0,1.0
chrysalis.csv,0.56,0.55,0.92,0.8,0.8,0.93,0.89
jahshaka.csv,0.44,0.82,0.3,0.25,0.6,0.6,0.81
jam-daq.csv,0.77,0.09,0.32,0.46,0.6,0.67,0.07
jatlas.csv,0.89,0.55,0.68,0.57,1.0,0.69,0.41
jedit.csv,0.75,0.91,0.7,1.0,0.8,1.0,0.96
open-media-library.csv,0.82,0.45,0.72,0.74,0.8,0.84,0.0
