,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,unicase.csv,uwom.csv
gwanted.csv,0.51,0.59,0.53,0.68,0.83,0.72,0.7,0.36,0.69,0.57
ivatamasks.csv,0.8,0.33,0.89,0.43,0.95,0.82,0.9,0.6,0.86,0.86
orc.csv,0.95,0.49,0.28,0.61,0.91,0.66,0.7,0.61,0.7,0.53
plato.csv,0.89,1.0,0.98,0.65,0.89,0.35,0.9,0.63,0.93,0.91
rodin-b-sharp.csv,0.47,1.14,0.57,0.82,0.88,0.67,0.24,0.86,0.77,1.01
umber.csv,0.23,1.02,0.99,0.72,0.78,1.0,0.92,0.9,0.52,0.96
unicase.csv,0.28,0.08,0.88,0.9,0.79,0.75,0.74,0.55,0.47,0.87
uwom.csv,0.99,0.46,0.5,0.82,0.79,0.71,0.93,0.81,0.7,0.3
vienna-add-in.csv,0.76,0.66,0.86,0.76,0.42,0.83,0.86,0.71,0.9,0.76
wpdev.csv,0.98,0.0,0.98,1.0,0.98,1.0,1.0,0.94,0.99,0.71
