,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,qgis.csv,rsyslog.csv,phonon-vlc-mplayer.csv,fm-classic.csv,rtrt-on-gpu.csv,unflobtactical.csv,multitude.csv,loki-lib.csv,cortex-vfx.csv,chaosrts.csv,biopax.csv,metacosm.csv,ng4j.csv
biopax.csv,1.0,0.99,0.91,1.0,0.82,0.83,0.96,0.96,0.94,0.77,0.68,0.46,0.98,1.0,0.0,1.0,0.92
chaosrts.csv,0.21,0.22,0.4,0.64,0.77,1.0,0.69,0.81,0.38,0.42,0.78,0.85,0.87,0.16,0.5,0.45,0.51
cortex-vfx.csv,0.21,0.37,0.32,0.41,0.22,0.17,0.16,0.75,0.12,0.27,0.25,0.13,0.24,0.53,0.0,0.42,0.14
fm-classic.csv,0.07,0.07,0.12,0.0,0.17,0.0,0.05,0.07,0.0,0.0,0.0,0.09,0.2,0.05,0.2,0.1,0.07
fritzing.csv,0.36,0.29,0.29,0.31,0.18,0.29,0.21,0.84,0.02,0.42,0.25,0.11,0.15,0.37,0.0,0.35,0.32
jlinalg.csv,0.14,0.25,0.83,0.61,0.82,0.54,0.69,0.72,0.88,0.54,0.66,0.85,0.89,0.47,0.9,0.97,0.51
loki-lib.csv,0.21,0.27,0.05,0.39,0.43,0.79,0.63,0.96,0.06,0.5,0.42,0.24,0.29,0.42,0.1,0.55,0.46
metacosm.csv,0.43,0.2,0.25,0.16,0.32,0.04,0.18,0.35,0.4,0.23,0.07,0.09,0.44,0.37,0.3,0.19,0.14
multitude.csv,0.93,0.64,0.62,0.75,0.51,0.33,0.51,0.4,0.6,0.85,0.31,0.54,0.84,0.68,0.5,0.87,0.71
ng4j.csv,0.21,0.54,0.65,0.47,0.48,0.46,0.25,0.54,0.73,0.23,0.34,0.2,0.66,0.63,0.0,0.77,0.32
phonon-vlc-mplayer.csv,0.21,0.52,0.3,0.34,0.32,0.42,0.18,0.65,0.04,0.31,0.32,0.15,0.46,0.68,0.0,0.48,0.2
playerstage.csv,0.14,0.37,0.53,0.22,0.3,0.33,0.22,0.43,0.06,0.35,0.31,0.26,0.94,0.26,0.05,0.87,0.41
qgis.csv,1.0,0.7,0.69,0.67,0.25,0.0,0.41,0.72,0.21,0.15,0.42,0.26,0.67,0.21,0.15,0.13,0.32
rsyslog.csv,0.29,0.96,0.47,0.83,0.34,0.29,0.6,1.0,0.38,0.73,0.53,0.5,1.0,0.79,0.15,0.48,0.32
rtrt-on-gpu.csv,0.14,0.57,0.22,0.59,0.35,0.75,0.54,0.38,0.15,0.73,0.39,0.28,0.75,0.42,0.4,0.55,0.49
superwaba.csv,0.14,0.25,0.34,0.19,0.5,0.04,0.53,0.81,0.25,0.31,0.17,0.2,0.43,0.79,0.0,0.35,0.41
unflobtactical.csv,1.0,0.97,0.9,0.43,0.47,0.21,0.18,0.6,0.29,0.35,0.41,0.17,0.79,0.63,0.45,0.74,0.66
