,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,qgis.csv,rsyslog.csv,phonon-vlc-mplayer.csv,fm-classic.csv,rtrt-on-gpu.csv,unflobtactical.csv,multitude.csv,loki-lib.csv,cortex-vfx.csv,chaosrts.csv,biopax.csv,metacosm.csv,ng4j.csv
biopax.csv,0.0,0.05,0.33,0.0,0.51,0.51,0.17,0.17,0.23,0.59,0.63,0.75,0.09,0.0,0.82,0.0,0.3
chaosrts.csv,0.52,0.3,0.39,0.66,0.53,0.0,0.68,0.54,0.12,0.43,0.52,0.46,0.38,0.79,0.34,0.72,0.61
cortex-vfx.csv,0.56,0.65,0.55,0.64,0.54,0.47,0.62,0.62,0.24,0.44,0.41,0.36,0.58,0.59,0.37,0.65,0.4
fm-classic.csv,0.35,0.33,0.28,0.11,0.35,0.05,0.3,0.99,0.12,0.11,0.02,0.04,0.52,0.15,0.34,0.3,0.06
fritzing.csv,0.67,0.72,0.74,0.69,0.49,0.57,0.82,0.41,0.24,0.68,0.49,0.43,0.4,0.43,0.54,0.63,0.53
jlinalg.csv,0.79,0.38,0.37,0.59,0.46,0.52,0.55,0.66,0.33,0.46,0.59,0.42,0.38,0.58,0.35,0.13,0.46
loki-lib.csv,0.52,0.38,0.23,0.69,0.57,0.55,0.44,0.17,0.12,0.62,0.51,0.68,0.3,0.7,0.17,0.58,0.59
metacosm.csv,0.64,0.52,0.51,0.46,0.49,0.15,0.46,0.67,0.33,0.55,0.21,0.17,0.58,0.33,0.61,0.75,0.4
multitude.csv,0.27,0.63,0.67,0.58,0.66,0.65,0.71,0.65,0.55,0.46,0.67,0.67,0.48,0.55,0.76,0.42,0.61
ng4j.csv,0.58,0.7,0.69,0.75,0.65,0.65,0.8,0.61,0.43,0.63,0.59,0.59,0.64,0.61,0.57,0.57,0.81
phonon-vlc-mplayer.csv,0.68,0.71,0.74,0.72,0.63,0.69,0.79,0.73,0.12,0.71,0.52,0.46,0.67,0.65,0.64,0.71,0.54
playerstage.csv,0.51,0.7,0.74,0.73,0.57,0.72,0.8,0.36,0.12,0.68,0.49,0.49,0.24,0.51,0.67,0.42,0.75
qgis.csv,0.0,0.57,0.66,0.59,0.65,0.0,0.79,0.66,0.24,0.36,0.52,0.42,0.61,0.33,0.73,0.67,0.57
rsyslog.csv,0.73,0.17,0.64,0.47,0.67,0.73,0.57,0.0,0.23,0.47,0.55,0.64,0.0,0.56,0.2,0.52,0.44
rtrt-on-gpu.csv,0.19,0.47,0.28,0.35,0.29,0.42,0.15,0.0,0.81,0.38,0.35,0.24,0.43,0.2,0.24,0.35,0.37
superwaba.csv,0.3,0.71,0.65,0.54,0.69,0.55,0.48,0.54,0.34,0.69,0.51,0.52,0.58,0.55,0.27,0.6,0.6
unflobtactical.csv,0.0,0.13,0.35,0.73,0.62,0.58,0.78,0.34,0.12,0.74,0.62,0.5,0.52,0.67,0.71,0.58,0.6
