,recall,precision,pf,cdom,bellwether
1,0.53,0.43,0.28,6.0,synecdoche.csv
9,0.845,0.845,0.535,1.0,columba.csv
12,0.55,0.395,0.27,9.0,ng4j.csv
26,0.38,0.37,0.195,4.0,geogebra.csv
32,0.56,0.41,0.31,17.0,webdriver.csv
51,0.44,0.32,0.24,16.0,codeblocks.csv
23,0.94,0.94,0.7050000000000001,1.0,magicwars.csv
24,0.87,0.58,0.57,4.0,esmf.csv
25,1.0,1.0,1.0,0.0,xmemcached.csv
