,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,runuomondains.csv,somap.csv,tigermud.csv
algebsql.csv,0.91,0.86,0.77,0.94,0.62,0.55,0.69,0.97,0.74,0.89,0.5,0.94,0.53
ivef-sdk.csv,0.44,0.48,0.58,0.47,0.51,0.61,0.7,0.0,0.47,0.48,0.67,0.53,0.94
jmri.csv,0.51,0.65,0.59,0.53,0.68,0.7,0.63,0.66,0.47,0.64,0.71,0.93,0.6
jython.csv,0.52,0.72,0.58,0.68,0.68,0.69,0.67,0.95,0.56,0.48,0.54,0.56,0.65
kdenlive.csv,0.44,0.44,0.38,0.33,0.44,0.46,0.51,0.25,0.51,0.43,0.44,0.33,0.42
opentibia.csv,0.4,0.43,0.46,0.45,0.55,0.58,0.65,0.26,0.46,0.52,0.43,0.35,0.4
projectfactory.csv,0.54,0.55,0.65,0.61,0.58,0.49,0.65,0.94,0.53,0.59,0.68,0.5,0.51
runuomondains.csv,0.96,0.93,0.89,0.88,0.5,0.92,0.0,0.93,0.67,0.0,0.8,0.67,0.0
somap.csv,0.42,0.44,0.39,0.46,0.39,0.43,0.41,0.26,0.49,0.38,0.43,0.35,0.39
taverna.csv,0.93,0.95,0.99,0.67,0.77,0.75,0.86,0.9,0.91,0.89,0.93,0.81,0.87
tigermud.csv,0.82,0.6,0.46,0.4,0.42,0.47,0.5,0.27,0.52,0.63,0.42,0.41,0.53
unbvision.csv,0.49,0.54,0.47,0.91,0.65,0.62,0.61,0.86,0.76,0.59,0.54,0.5,0.52
x-ray-mule.csv,0.52,0.6,0.91,0.71,0.79,0.89,0.68,0.0,0.64,0.95,0.92,0.95,0.79
