,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,v8.csv
bochs.csv,0.43,0.44,0.51,0.46,0.69,0.54
encog-java.csv,0.98,0.96,0.49,0.83,0.92,0.97
h2database.csv,0.71,0.98,0.86,0.97,0.89,0.85
jaql.csv,0.6,0.56,0.59,0.58,0.65,0.53
raven-monitoring.csv,0.62,0.68,0.65,0.55,0.62,0.62
v8.csv,0.45,0.44,0.45,0.45,0.55,0.44
