,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,v8.csv
bochs.csv,0.52,0.63,0.52,0.62,0.93,0.46
encog-java.csv,0.94,0.18,0.62,0.07,0.22,0.21
h2database.csv,0.47,0.93,0.23,0.23,0.11,0.21
jaql.csv,0.55,0.66,0.35,0.98,0.62,0.51
raven-monitoring.csv,0.56,0.39,0.98,0.53,0.36,0.39
v8.csv,0.66,0.64,0.47,0.66,0.3,1.0
