,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,v8.csv
bochs.csv,0.21,0.25,0.47,0.54,0.94,0.75
encog-java.csv,0.95,0.21,0.56,0.12,0.27,0.29
h2database.csv,0.25,0.95,0.25,0.28,0.16,0.3
jaql.csv,0.3,0.33,0.35,0.99,0.6,0.82
raven-monitoring.csv,0.22,0.17,0.99,0.47,0.49,0.77
v8.csv,0.29,0.28,0.45,0.61,0.6,1.0
