,ivatamasks.csv,mule.csv,adonthell.csv,libopenmetaverse.csv,decidr.csv,exist.csv,elynx.csv,runuomondains.csv
adonthell.csv,0.93,0.68,0.98,0.45,0.77,0.7,0.03,0.12
decidr.csv,0.82,0.64,0.61,0.49,1.0,0.57,0.04,0.08
exist.csv,0.94,0.69,0.83,0.7,0.82,0.99,0.0,0.17
ivatamasks.csv,0.97,0.62,0.69,0.57,0.58,0.67,0.0,0.16
libopenmetaverse.csv,0.67,0.55,0.55,1.0,0.56,0.54,0.0,0.25
mule.csv,0.88,1.0,0.5,0.59,0.56,0.69,0.0,0.19
runuomondains.csv,0.8,0.69,1.0,0.8,0.71,0.57,0.0,1.0
