,recall,precision,pf,wins
acdk.csv,0.46,0.55,0.23,15
auber.csv,0.48,0.38,0.43,7
cortex-vfx.csv,0.44,0.5,0.22,14
empserver.csv,0.64,0.38,0.54,5
flylegacy.csv,0.71,0.44,0.56,8
galaxium.csv,0.16,0.54,0.08,13
growl-for-windows.csv,0.81,0.38,0.66,4
k3d.csv,0.15,0.33,0.07,10
libarchive.csv,0.75,0.44,0.4,12
linux-ntfs.csv,0.51,0.43,0.42,9
m-a-d-n-e-s-s.csv,0.29,0.73,0.14,16
novembre.csv,0.19,0.48,0.15,11
qtwin.csv,0.0,0.0,0.0,2
st-filteredstatistics.csv,0.91,0.34,0.84,1
tweetsharp.csv,0.64,0.43,0.57,6
unladen-swallow.csv,0.33,0.29,0.51,0
wishmaster.csv,0.07,0.2,0.12,3
