,unladen-swallow.csv,flylegacy.csv,gotjava.csv,novembre.csv,k3d.csv,qtwin.csv,empserver.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,acdk.csv,galaxium.csv,auber.csv,cortex-vfx.csv,duplicati.csv,linux-ntfs.csv,growl-for-windows.csv,tweetsharp.csv,libarchive.csv
acdk.csv,0.47,0.71,1.02,0.47,0.72,0.38,0.73,0.73,0.56,0.54,0.02,0.48,0.75,0.6,0.62,0.83,0.53,0.63,0.66
auber.csv,0.67,0.68,1.14,0.52,0.63,0.67,0.7,0.94,0.5,0.68,0.83,0.71,0.01,0.66,0.52,0.8,0.88,0.77,0.59
cortex-vfx.csv,0.55,0.68,1.01,0.74,0.68,0.19,0.7,0.89,0.56,0.68,0.48,0.64,0.78,0.08,0.6,0.59,0.42,0.67,0.65
empserver.csv,0.57,0.64,1.32,0.66,0.53,0.71,0.0,0.72,0.65,0.82,0.6,0.56,0.61,0.6,1.11,0.71,0.69,0.72,0.63
flylegacy.csv,0.89,0.05,0.77,0.78,0.55,0.92,0.74,0.72,0.45,0.47,0.61,0.51,0.69,0.62,0.4,0.69,0.42,0.69,0.63
galaxium.csv,0.66,0.85,0.12,0.95,0.87,0.84,0.83,1.0,0.75,0.92,0.62,0.0,0.96,0.94,0.78,1.0,0.87,0.91,0.67
growl-for-windows.csv,0.79,0.66,0.53,0.78,0.71,0.66,0.83,0.79,0.8,0.57,0.68,0.76,0.68,0.56,0.16,0.68,0.0,0.74,0.66
k3d.csv,0.81,0.84,1.0,0.67,0.0,0.84,0.81,0.81,0.99,0.88,1.0,0.94,0.85,0.99,0.98,0.81,0.97,0.99,0.59
libarchive.csv,0.5,0.55,0.4,0.68,0.66,0.42,0.64,0.76,0.66,0.49,0.49,0.46,0.57,0.54,0.26,0.67,0.3,0.55,0.0
linux-ntfs.csv,0.56,0.68,0.5,0.75,0.79,0.2,0.68,0.85,0.67,0.73,0.72,0.52,0.75,0.71,1.15,0.0,0.67,0.82,0.6
m-a-d-n-e-s-s.csv,0.51,0.48,0.16,0.69,0.84,0.31,0.78,0.8,0.78,0.0,0.45,0.87,0.87,0.69,0.71,0.75,0.51,0.74,0.71
novembre.csv,0.55,0.87,1.01,0.0,0.87,0.21,0.96,0.95,0.78,0.7,0.5,0.92,0.85,0.79,0.86,0.81,0.89,0.79,0.51
qtwin.csv,0.95,0.97,1.0,1.0,1.0,0.33,1.0,1.0,1.0,0.96,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0
st-filteredstatistics.csv,0.84,0.91,1.23,0.97,0.81,0.85,0.94,0.87,0.0,0.78,0.86,0.69,0.79,0.85,1.04,0.78,0.79,0.95,0.68
tweetsharp.csv,0.83,0.79,1.13,0.64,0.57,0.8,0.87,0.82,0.95,0.6,0.66,0.49,0.82,0.71,1.06,0.76,0.68,0.13,0.64
unladen-swallow.csv,0.49,0.75,1.2,0.71,0.89,0.74,0.89,0.68,0.92,0.85,0.98,0.91,0.93,0.97,1.0,0.75,1.02,0.79,0.94
wishmaster.csv,0.75,0.79,1.01,0.95,1.01,0.85,1.0,0.07,0.99,0.96,0.99,0.78,0.99,0.86,0.91,1.0,0.89,0.83,1.0
