,unladen-swallow.csv,flylegacy.csv,gotjava.csv,novembre.csv,k3d.csv,qtwin.csv,empserver.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,acdk.csv,galaxium.csv,auber.csv,cortex-vfx.csv,duplicati.csv,linux-ntfs.csv,growl-for-windows.csv,tweetsharp.csv,libarchive.csv
acdk.csv,0.62,0.49,0.0,0.62,0.34,0.7,0.37,0.4,0.51,0.61,0.98,0.58,0.34,0.55,0.43,0.27,0.53,0.47,0.4
auber.csv,0.57,0.48,0.0,0.69,0.57,0.71,0.36,0.17,0.74,0.5,0.37,0.45,0.99,0.48,0.54,0.52,0.2,0.49,0.49
cortex-vfx.csv,0.54,0.5,0.0,0.31,0.46,0.96,0.45,0.17,0.5,0.47,0.58,0.44,0.39,0.93,0.45,0.53,0.64,0.52,0.48
empserver.csv,0.61,0.64,0.0,0.66,0.61,0.5,1.0,0.63,0.59,0.51,0.63,0.69,0.59,0.66,0.0,0.59,0.49,0.55,0.6
flylegacy.csv,0.37,0.99,0.6,0.54,0.56,0.34,0.32,0.58,0.73,0.72,0.73,0.76,0.56,0.67,0.65,0.59,0.66,0.59,0.45
galaxium.csv,0.4,0.19,0.97,0.09,0.16,0.2,0.22,0.0,0.3,0.1,0.44,1.0,0.05,0.07,0.26,0.0,0.17,0.12,0.38
growl-for-windows.csv,0.55,0.66,0.82,0.51,0.64,0.72,0.5,0.52,0.53,0.66,0.66,0.56,0.55,0.6,0.87,0.63,1.0,0.53,0.61
k3d.csv,0.24,0.19,0.0,0.49,1.0,0.2,0.36,0.25,0.04,0.15,0.0,0.07,0.18,0.01,0.02,0.23,0.04,0.02,0.48
libarchive.csv,0.76,0.65,0.88,0.64,0.65,0.87,0.52,0.54,0.64,0.67,0.72,0.73,0.59,0.63,0.78,0.58,0.76,0.62,1.0
linux-ntfs.csv,0.64,0.59,0.83,0.42,0.36,0.95,0.47,0.46,0.45,0.52,0.6,0.59,0.42,0.36,0.0,1.0,0.45,0.32,0.53
m-a-d-n-e-s-s.csv,0.58,0.64,0.96,0.37,0.2,0.81,0.26,0.25,0.27,1.0,0.61,0.17,0.16,0.42,0.34,0.31,0.55,0.31,0.34
novembre.csv,0.53,0.17,0.0,1.0,0.16,0.84,0.22,0.09,0.27,0.36,0.61,0.11,0.19,0.26,0.17,0.23,0.17,0.25,0.59
qtwin.csv,0.06,0.04,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
st-filteredstatistics.csv,0.47,0.33,0.0,0.09,0.52,0.47,0.24,0.43,1.0,0.54,0.43,0.66,0.54,0.46,0.0,0.55,0.55,0.26,0.67
tweetsharp.csv,0.5,0.29,0.0,0.58,0.53,0.52,0.17,0.5,0.28,0.68,0.69,0.58,0.48,0.6,0.0,0.41,0.6,0.97,0.44
unladen-swallow.csv,0.56,0.48,0.0,0.43,0.4,0.37,0.4,0.46,0.24,0.37,0.31,0.31,0.25,0.04,0.0,0.31,0.29,0.33,0.33
wishmaster.csv,0.3,0.25,0.0,0.09,0.0,0.2,0.0,0.94,0.04,0.05,0.05,0.42,0.01,0.17,0.11,0.0,0.13,0.22,0.0
