,unladen-swallow.csv,flylegacy.csv,gotjava.csv,novembre.csv,k3d.csv,qtwin.csv,empserver.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,acdk.csv,galaxium.csv,auber.csv,cortex-vfx.csv,duplicati.csv,linux-ntfs.csv,growl-for-windows.csv,tweetsharp.csv,libarchive.csv
acdk.csv,0.59,0.49,0.0,0.6,0.3,0.67,0.33,0.36,0.46,0.6,0.98,0.54,0.3,0.53,0.38,0.23,0.47,0.43,0.35
auber.csv,0.61,0.46,0.0,0.73,0.57,1.0,0.31,0.14,0.82,0.48,0.35,0.43,0.99,0.45,0.48,0.73,0.17,0.52,0.45
cortex-vfx.csv,0.5,0.49,0.0,0.27,0.43,1.0,0.42,0.14,0.44,0.44,0.53,0.4,0.36,0.92,0.4,0.5,0.61,0.52,0.45
empserver.csv,0.62,0.75,0.0,0.8,0.6,0.5,1.0,0.86,0.64,0.84,0.68,0.77,0.61,0.74,0.52,0.73,0.47,0.6,0.63
flylegacy.csv,0.94,1.0,1.0,0.67,0.53,0.83,0.28,0.71,0.77,0.76,0.92,0.86,0.6,0.78,0.6,0.69,0.64,0.67,0.41
galaxium.csv,0.35,0.16,1.0,0.07,0.13,0.17,0.19,0.0,0.26,0.08,0.39,1.0,0.04,0.06,0.22,0.0,0.14,0.1,0.33
growl-for-windows.csv,0.85,0.84,1.0,0.6,0.9,1.0,0.89,0.64,0.79,0.72,0.87,0.74,0.57,0.6,0.84,0.81,1.0,0.57,0.69
k3d.csv,0.2,0.16,0.0,0.47,1.0,0.17,0.33,0.21,0.03,0.12,0.0,0.06,0.15,0.01,0.02,0.19,0.03,0.02,0.43
libarchive.csv,0.86,0.68,1.0,0.8,0.8,1.0,0.5,0.64,0.77,0.68,0.77,0.77,0.58,0.64,0.74,0.62,0.75,0.62,1.0
linux-ntfs.csv,0.66,0.67,1.0,0.4,0.33,1.0,0.44,0.57,0.41,0.56,0.79,0.57,0.39,0.32,0.43,1.0,0.42,0.29,0.51
m-a-d-n-e-s-s.csv,0.54,0.63,1.0,0.33,0.17,0.83,0.22,0.21,0.23,1.0,0.56,0.14,0.13,0.38,0.29,0.27,0.5,0.26,0.29
novembre.csv,0.49,0.14,0.0,1.0,0.13,0.83,0.19,0.07,0.23,0.32,0.58,0.09,0.16,0.22,0.14,0.19,0.14,0.21,0.57
qtwin.csv,0.05,0.03,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
st-filteredstatistics.csv,0.92,0.95,0.0,1.0,0.73,1.0,0.94,1.0,1.0,0.72,0.91,0.89,0.75,0.97,0.72,0.81,0.89,0.83,0.92
tweetsharp.csv,0.79,0.25,0.0,0.6,0.5,0.83,0.14,0.71,0.79,0.8,0.91,0.54,0.58,0.74,0.64,0.38,0.69,1.0,0.39
unladen-swallow.csv,0.51,0.49,0.0,0.4,0.43,0.33,0.44,0.43,0.21,0.36,0.31,0.29,0.22,0.03,0.0,0.27,0.5,0.29,0.33
wishmaster.csv,0.26,0.21,0.0,0.07,0.0,0.17,0.0,0.93,0.03,0.04,0.04,0.4,0.01,0.14,0.09,0.0,0.11,0.19,0.0
