,net-snmp.csv,flylinkdc.csv,xbrlapi.csv,agilitybook.csv,vdsf.csv,n2cms.csv,jcae.csv,fw4spl.csv,ossbuild.csv,mimosa.csv,grisbi.csv,alpine.csv,tcvp.csv,yarp.csv,nabu-library.csv,virtuoso.csv,enzo.csv,jcl.csv,quickfast.csv,libarchive.csv
agilitybook.csv,6.0,1.0,0.0,0.0,1261.0,9.0,28.0,15.0,2.0,0.0,0.0,10.0,7.0,0.0,29.0,12.0,1.0,7.0,9.0,5.0
alpine.csv,0.0,2.0,1.0,5.0,0.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0,82.0,2.0,0.0,15.0,0.0,115.0,1.0,3.0
enzo.csv,0.0,5.0,0.0,29.0,5.0,2.0,46.0,56.0,22.0,1.0,2.0,27.0,5.0,1.0,0.0,4.0,0.0,12.0,1.0,14.0
flylinkdc.csv,0.0,0.0,0.0,6.0,7.0,3.0,1.0,5.0,250.0,0.0,0.0,5.0,82.0,1.0,2.0,0.0,0.0,2.0,1.0,116.0
fw4spl.csv,1.0,5.0,0.0,9.0,5.0,6.0,87.0,0.0,5.0,1.0,0.0,8.0,22.0,0.0,2.0,32.0,0.0,4.0,2.0,6.0
grisbi.csv,1.0,12.0,0.0,36.0,3.0,2.0,46.0,68.0,10.0,5.0,0.0,15.0,21.0,0.0,45.0,24.0,7.0,7.0,1.0,5.0
jcae.csv,91.0,135.0,0.0,282.0,0.0,1.0,0.0,3.0,0.0,0.0,79.0,152.0,82.0,62.0,0.0,0.0,0.0,3.0,1.0,0.0
jcl.csv,8.0,2.0,1.0,6.0,0.0,121.0,87.0,23.0,250.0,3.0,0.0,1.0,82.0,0.0,2.0,10.0,1.0,0.0,1.0,0.0
libarchive.csv,0.0,0.0,0.0,17.0,3.0,0.0,18.0,3.0,0.0,0.0,0.0,14.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
mimosa.csv,0.0,21.0,0.0,3.0,5.0,0.0,25.0,29.0,3.0,0.0,0.0,21.0,19.0,2.0,0.0,18.0,0.0,0.0,9.0,9.0
n2cms.csv,0.0,2.0,0.0,9.0,5.0,0.0,20.0,9.0,0.0,0.0,0.0,32.0,9.0,1.0,2.0,5.0,0.0,14.0,1.0,2.0
nabu-library.csv,0.0,1.0,0.0,3.0,5.0,3.0,32.0,34.0,3.0,0.0,0.0,10.0,5.0,0.0,0.0,24.0,0.0,5.0,4.0,2.0
net-snmp.csv,0.0,2.0,0.0,1.0,2.0,2.0,11.0,14.0,1.0,0.0,0.0,9.0,0.0,1.0,0.0,13.0,0.0,7.0,2.0,1.0
ossbuild.csv,0.0,1.0,2.0,4.0,16.0,10.0,6.0,3.0,0.0,4.0,79.0,11.0,82.0,0.0,10.0,1.0,0.0,0.0,0.0,4.0
quickfast.csv,0.0,36.0,0.0,16.0,5.0,2.0,29.0,20.0,3.0,1.0,0.0,38.0,12.0,3.0,1.0,8.0,0.0,19.0,0.0,5.0
tcvp.csv,0.0,135.0,0.0,9.0,1261.0,5.0,87.0,369.0,250.0,4.0,1.0,18.0,0.0,0.0,2.0,2.0,0.0,5.0,5.0,116.0
vdsf.csv,1.0,6.0,0.0,9.0,0.0,6.0,46.0,71.0,5.0,1.0,0.0,11.0,19.0,0.0,2.0,33.0,0.0,7.0,2.0,6.0
virtuoso.csv,0.0,2.0,0.0,0.0,4.0,8.0,32.0,20.0,4.0,1.0,2.0,16.0,5.0,0.0,2.0,0.0,0.0,5.0,0.0,6.0
xbrlapi.csv,0.0,7.0,0.0,13.0,4.0,5.0,21.0,24.0,5.0,5.0,0.0,4.0,12.0,1.0,1.0,25.0,0.0,5.0,1.0,6.0
yarp.csv,4.0,9.0,0.0,24.0,10.0,3.0,5.0,15.0,4.0,13.0,2.0,33.0,12.0,0.0,14.0,11.0,1.0,5.0,10.0,1.0
