,net-snmp.csv,flylinkdc.csv,xbrlapi.csv,agilitybook.csv,vdsf.csv,n2cms.csv,jcae.csv,fw4spl.csv,ossbuild.csv,mimosa.csv,grisbi.csv,alpine.csv,tcvp.csv,yarp.csv,nabu-library.csv,virtuoso.csv,enzo.csv,jcl.csv,quickfast.csv,libarchive.csv
agilitybook.csv,0.64,0.96,0.62,0.97,0.0,0.73,0.47,0.86,0.67,0.51,0.5,0.55,0.7,0.55,0.96,0.48,0.48,0.51,0.7,0.58
alpine.csv,0.8,0.95,0.9,0.99,0.97,0.91,0.8,0.96,0.94,0.67,0.75,0.92,0.75,0.88,0.88,0.97,0.93,0.0,0.8,0.94
enzo.csv,0.39,0.34,0.36,0.36,0.27,0.36,0.29,0.39,0.35,0.34,0.32,0.4,0.39,0.43,0.46,0.33,0.39,0.37,0.35,0.41
flylinkdc.csv,0.75,0.71,0.91,0.92,0.93,0.95,0.89,0.98,0.89,0.86,0.57,0.84,0.86,0.82,0.75,0.96,0.94,0.59,0.75,0.0
fw4spl.csv,0.78,0.97,0.91,0.68,0.99,0.96,0.0,0.98,0.99,0.88,0.86,0.73,0.77,0.65,0.79,0.78,0.84,0.96,0.9,0.69
grisbi.csv,0.43,0.36,0.36,0.39,0.26,0.35,0.29,0.4,0.41,0.36,0.32,0.36,0.47,0.5,0.54,0.39,0.39,0.37,0.4,0.42
jcae.csv,0.0,0.5,0.75,0.67,0.68,0.86,0.89,0.91,0.97,0.67,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.89,0.67,0.79
jcl.csv,0.91,0.93,0.75,0.97,0.75,0.75,0.75,0.98,0.67,0.92,0.89,0.93,0.91,0.95,0.99,0.93,0.97,0.93,0.5,0.75
libarchive.csv,0.47,0.61,0.55,0.48,0.44,0.46,0.33,0.4,0.43,0.42,0.57,0.57,0.69,0.38,0.5,0.36,0.63,0.37,0.34,0.54
mimosa.csv,0.44,0.57,0.4,0.54,0.27,0.4,0.38,0.59,0.4,0.55,0.34,0.6,0.53,0.75,0.58,0.55,0.41,0.38,0.51,0.46
n2cms.csv,0.75,0.52,0.65,0.82,0.26,0.6,0.56,0.96,0.43,0.62,0.89,0.97,0.75,0.83,0.78,0.97,0.56,0.51,0.91,0.5
nabu-library.csv,0.49,0.48,0.57,0.49,0.4,0.43,0.33,0.4,0.98,0.43,0.32,0.47,0.39,0.53,0.6,0.78,0.36,0.41,0.44,0.97
net-snmp.csv,0.59,0.96,0.82,0.81,0.39,0.6,0.83,0.84,0.64,0.71,0.67,0.76,0.58,0.79,0.58,0.53,0.95,0.51,0.84,0.75
ossbuild.csv,0.92,0.95,0.9,0.97,0.99,0.96,0.92,0.96,0.97,0.93,0.0,0.96,0.83,0.93,0.91,0.94,0.93,0.92,0.8,0.95
quickfast.csv,0.39,0.44,0.44,0.43,0.33,0.43,0.33,0.44,0.86,0.39,0.31,0.41,0.55,0.41,0.51,0.41,0.53,0.46,0.38,0.67
tcvp.csv,0.75,0.0,0.96,0.93,0.0,0.97,0.86,0.8,0.89,0.88,0.89,0.95,0.89,0.0,0.92,0.9,0.75,0.68,0.91,0.67
vdsf.csv,0.45,0.41,0.43,0.41,0.99,0.41,0.33,0.49,0.43,0.37,0.37,0.45,0.42,0.47,0.55,0.4,0.48,0.38,0.41,0.46
virtuoso.csv,0.88,0.51,0.54,0.76,0.41,0.56,0.39,0.42,0.96,0.48,0.71,0.94,0.79,0.5,0.79,0.74,0.86,0.46,0.92,0.96
xbrlapi.csv,0.56,0.92,0.54,0.69,0.37,0.59,0.51,0.76,0.46,0.55,0.58,0.93,0.95,0.91,0.87,0.45,0.55,0.4,0.76,0.48
yarp.csv,0.92,0.96,0.94,0.77,0.99,0.95,0.9,0.89,0.89,0.9,0.79,0.91,0.76,0.64,0.97,0.92,0.6,0.53,0.61,0.94
