,net-snmp.csv,flylinkdc.csv,xbrlapi.csv,agilitybook.csv,vdsf.csv,n2cms.csv,jcae.csv,fw4spl.csv,ossbuild.csv,mimosa.csv,grisbi.csv,alpine.csv,tcvp.csv,yarp.csv,nabu-library.csv,virtuoso.csv,enzo.csv,jcl.csv,quickfast.csv,libarchive.csv
agilitybook.csv,0.37,0.24,0.43,0.82,0.0,0.42,0.56,0.29,0.31,0.39,0.38,0.42,0.22,0.72,0.16,0.64,0.69,0.57,0.3,0.53
alpine.csv,0.07,0.16,0.14,0.21,0.11,0.12,0.11,0.08,0.09,0.08,0.06,1.0,0.0,0.12,0.06,0.14,0.14,0.0,0.06,0.14
enzo.csv,0.88,0.89,0.88,0.76,0.84,0.98,1.0,0.98,0.38,0.97,0.92,0.83,1.0,0.64,0.96,0.95,1.0,0.79,1.0,0.86
flylinkdc.csv,0.02,0.95,0.14,0.32,0.02,0.19,0.44,0.15,0.0,0.13,0.32,0.33,0.0,0.12,0.01,0.36,0.17,0.57,0.23,0.0
fw4spl.csv,0.37,0.24,0.14,0.58,0.28,0.12,0.0,0.88,0.62,0.05,0.27,0.33,0.22,0.48,0.55,0.38,0.35,0.36,0.15,0.49
grisbi.csv,0.71,0.86,0.9,0.84,1.0,0.94,1.0,0.96,0.66,0.97,1.0,0.92,0.44,0.8,0.69,0.95,0.8,1.0,0.89,0.82
jcae.csv,0.0,0.0,0.07,0.0,0.38,0.08,1.0,0.08,0.06,0.05,0.0,0.0,0.0,0.0,0.04,0.02,0.01,0.14,0.04,0.29
jcl.csv,0.07,0.19,0.05,0.26,0.02,0.0,0.0,0.08,0.0,0.11,0.12,0.25,0.0,0.32,0.24,0.07,0.16,1.0,0.02,0.04
libarchive.csv,0.34,0.38,0.31,0.55,0.49,0.48,0.89,0.75,0.22,0.5,0.32,0.42,0.11,0.4,0.38,0.74,0.25,1.0,0.66,0.94
mimosa.csv,0.71,0.51,0.74,0.66,1.0,0.75,0.89,0.6,0.59,1.0,0.67,0.58,0.44,0.16,0.36,0.52,0.84,0.93,0.7,0.8
n2cms.csv,0.44,0.46,0.29,0.34,1.0,1.0,0.44,0.1,0.53,0.34,0.12,0.08,0.22,0.12,0.53,0.31,0.44,0.71,0.15,0.69
nabu-library.csv,0.73,0.62,0.5,0.76,0.65,0.75,0.89,0.83,0.34,0.68,0.7,0.75,0.78,0.8,0.98,0.36,0.76,0.93,0.68,0.27
net-snmp.csv,0.95,0.16,0.29,0.26,0.66,0.38,0.11,0.29,0.19,0.29,0.35,0.42,0.67,0.32,0.37,0.52,0.17,0.86,0.26,0.37
ossbuild.csv,0.15,0.35,0.14,0.29,0.25,0.15,0.22,0.08,0.97,0.18,0.0,0.17,0.0,0.2,0.01,0.29,0.13,0.29,0.09,0.16
quickfast.csv,0.88,0.73,0.55,0.66,0.77,0.42,0.67,0.6,0.31,0.74,0.85,0.67,0.33,0.48,0.59,0.6,0.58,0.43,1.0,0.41
tcvp.csv,0.05,0.0,0.26,0.03,0.0,0.23,0.0,0.0,0.0,0.16,0.11,0.08,1.0,0.04,0.34,0.05,0.04,0.57,0.09,0.0
vdsf.csv,0.93,0.84,0.88,0.89,0.89,0.85,0.56,0.75,1.0,0.87,0.92,1.0,1.0,1.0,0.96,0.98,0.88,1.0,0.91,0.94
virtuoso.csv,0.1,0.7,0.57,0.5,0.43,0.54,0.89,0.69,0.31,0.66,0.27,0.08,0.22,0.04,0.57,1.0,0.07,0.79,0.17,0.14
xbrlapi.csv,0.44,0.27,0.95,0.53,0.63,0.38,0.56,0.48,0.94,0.55,0.36,0.25,0.22,0.12,0.4,0.79,0.6,0.64,0.38,0.84
yarp.csv,0.1,0.19,0.14,0.32,0.06,0.25,0.22,0.23,0.06,0.13,0.26,0.17,0.22,1.0,0.18,0.02,0.46,0.79,0.43,0.14
