,net-snmp.csv,flylinkdc.csv,xbrlapi.csv,agilitybook.csv,vdsf.csv,n2cms.csv,jcae.csv,fw4spl.csv,ossbuild.csv,mimosa.csv,grisbi.csv,alpine.csv,tcvp.csv,yarp.csv,nabu-library.csv,virtuoso.csv,enzo.csv,jcl.csv,quickfast.csv,libarchive.csv
agilitybook.csv,0.45,0.38,0.45,0.97,0.0,0.41,0.1,0.18,0.15,0.32,0.96,0.05,0.1,0.43,0.22,0.28,0.85,0.1,0.52,0.43
alpine.csv,0.6,0.3,0.6,0.12,0.33,0.55,0.2,0.17,0.17,1.0,1.0,1.0,0.0,0.38,0.75,0.18,0.93,0.0,0.6,0.39
enzo.csv,0.46,0.29,0.53,0.12,0.07,0.42,0.1,0.13,0.06,0.52,0.88,0.07,0.16,0.36,0.76,0.27,0.98,0.1,0.66,0.46
flylinkdc.csv,0.25,1.0,0.55,0.24,0.13,0.47,0.44,0.16,0.0,0.71,1.0,0.11,0.0,0.27,0.25,0.62,1.0,0.17,0.69,0.0
fw4spl.csv,0.37,0.29,0.55,0.14,0.4,0.24,0.0,1.0,0.27,0.25,0.62,0.09,0.06,0.39,0.42,0.19,0.63,0.18,0.7,0.35
grisbi.csv,0.48,0.32,0.52,0.14,0.09,0.41,0.1,0.13,0.1,0.49,1.0,0.09,0.09,0.4,0.44,0.25,0.84,0.12,0.63,0.45
jcae.csv,0.0,0.0,0.75,0.0,0.16,0.57,1.0,0.36,0.06,0.67,0.0,0.0,0.0,0.0,0.57,1.0,1.0,0.22,0.67,1.0
jcl.csv,0.27,0.5,0.5,0.32,0.5,0.0,0.0,0.07,0.0,0.33,0.89,0.21,0.0,0.38,0.28,0.2,0.52,1.0,0.5,0.5
libarchive.csv,0.47,0.45,0.59,0.18,0.07,0.48,0.15,0.19,0.07,0.53,1.0,0.09,0.06,0.48,0.66,0.32,0.96,0.12,0.76,1.0
mimosa.csv,0.53,0.33,0.56,0.15,0.09,0.51,0.16,0.16,0.08,1.0,0.94,0.09,0.11,0.33,0.75,0.22,0.9,0.18,0.67,0.41
n2cms.csv,0.56,0.25,0.39,0.2,0.09,1.0,0.12,0.19,0.11,0.54,0.89,0.03,0.07,0.5,0.4,0.41,0.9,0.15,0.64,0.47
nabu-library.csv,0.51,0.28,0.5,0.15,0.09,0.39,0.13,0.13,0.17,0.45,0.92,0.08,0.14,0.43,1.0,0.19,0.91,0.13,0.67,0.45
net-snmp.csv,1.0,0.23,0.55,0.14,0.09,0.43,0.06,0.16,0.08,0.52,0.96,0.08,0.25,0.57,0.71,0.32,0.89,0.15,0.63,0.56
ossbuild.csv,0.46,0.68,0.6,0.33,0.25,0.26,0.17,0.15,1.0,0.47,0.0,0.08,0.0,0.33,0.09,0.71,0.93,0.33,0.8,0.4
quickfast.csv,0.47,0.3,0.51,0.14,0.08,0.32,0.1,0.16,0.14,0.57,0.9,0.08,0.1,0.44,0.72,0.23,0.82,0.09,1.0,0.33
tcvp.csv,0.5,0.0,0.42,0.07,0.0,0.31,0.0,0.0,0.0,0.25,0.78,0.05,1.0,1.0,0.38,0.2,1.0,0.21,0.36,0.0
vdsf.csv,0.46,0.26,0.53,0.12,0.95,0.37,0.06,0.12,0.13,0.44,0.81,0.08,0.12,0.4,0.51,0.23,0.8,0.12,0.58,0.4
virtuoso.csv,0.5,0.36,0.52,0.24,0.06,0.42,0.13,0.17,0.14,0.46,0.86,0.06,0.08,0.5,0.44,0.98,1.0,0.15,0.67,0.25
xbrlapi.csv,0.53,0.28,0.98,0.14,0.08,0.41,0.14,0.18,0.13,0.55,1.0,0.2,0.11,0.27,0.63,0.24,0.8,0.16,0.55,0.38
yarp.csv,0.31,0.3,0.33,0.12,0.06,0.55,0.2,0.18,0.22,0.25,0.89,0.06,0.1,1.0,0.49,0.08,0.82,0.19,0.61,0.41
