,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,ardour.csv,pixel-commandos.csv,zxing.csv
ardour.csv,0.57,0.33,0.19,0.36,0.48,0.51,0.46,0.53,0.52,0.44,0.5,0.41,0.64,0.71,0.65,0.97,0.2,0.48
cornerstone.csv,0.51,0.3,0.22,0.13,0.43,0.47,0.33,0.44,0.5,0.26,0.97,0.52,0.57,0.44,0.17,0.65,0.06,0.51
emeraldemu.csv,0.51,0.23,0.22,0.33,0.56,0.55,0.26,0.97,0.45,0.51,0.57,0.41,0.76,0.48,0.6,0.6,0.23,0.75
grafx2.csv,0.56,0.32,0.2,0.32,0.38,0.42,0.43,0.52,0.42,0.61,0.54,0.43,0.65,0.95,0.62,0.61,0.13,0.56
jahshakafx.csv,0.95,0.22,0.21,0.15,0.27,0.26,0.36,0.43,0.29,0.26,0.27,0.12,0.5,0.39,0.39,0.49,0.12,0.37
maya-work-in-progress.csv,0.56,0.26,0.17,0.25,0.7,0.69,0.52,0.56,0.59,0.97,0.6,0.51,0.72,0.81,0.79,0.73,0.08,0.79
novembre.csv,0.31,0.25,0.3,0.06,0.18,0.17,0.86,0.43,0.15,0.22,0.21,0.09,0.14,0.39,0.17,0.37,0.22,0.07
ns-3.csv,0.53,0.19,0.14,0.23,0.47,0.99,0.37,0.49,0.56,0.51,0.53,0.21,0.76,0.6,0.73,0.73,0.05,0.78
nullc.csv,0.41,0.18,0.1,0.22,0.99,0.71,0.45,0.47,0.5,0.45,0.54,0.4,0.84,0.52,0.84,0.66,0.09,0.58
open-beos.csv,0.55,0.34,0.21,0.16,0.34,0.47,0.5,0.53,0.98,0.55,0.61,0.4,0.67,0.6,0.63,0.71,0.15,0.69
pixel-commandos.csv,0.07,0.14,0.17,0.06,0.15,0.01,0.12,0.18,0.0,0.0,0.04,0.0,0.01,0.0,0.05,0.09,1.0,0.0
planeshift.csv,0.64,0.25,0.11,0.24,0.68,0.69,0.44,0.52,0.59,0.61,0.62,0.45,1.0,0.75,0.77,0.7,0.09,0.75
plee-the-bear.csv,0.26,0.03,0.86,0.15,0.57,0.58,0.36,0.26,0.38,0.34,0.4,0.22,0.58,0.43,0.48,0.21,0.04,0.7
reaper-ecad.csv,0.47,0.19,0.12,1.0,0.76,0.72,0.38,0.47,0.52,0.55,0.59,0.36,0.81,0.69,0.76,0.64,0.08,0.83
sbml.csv,0.63,0.28,0.13,0.26,0.68,0.65,0.43,0.52,0.55,0.64,0.67,0.56,0.82,0.75,0.98,0.7,0.14,0.62
unimrcp.csv,0.51,0.31,0.17,0.27,0.35,0.27,0.32,0.49,0.31,0.32,0.45,0.98,0.45,0.48,0.32,0.55,0.11,0.45
unladen-swallow.csv,0.32,0.71,0.07,0.06,0.41,0.52,0.34,0.19,0.27,0.33,0.51,0.25,0.57,0.5,0.56,0.3,0.0,0.73
zxing.csv,0.52,0.17,0.14,0.28,0.74,0.63,0.51,0.53,0.47,0.63,0.56,0.17,0.68,0.46,0.7,0.67,0.13,0.99
