,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,ardour.csv,pixel-commandos.csv,zxing.csv
ardour.csv,0.57,0.72,0.64,0.5,0.32,0.37,0.6,0.63,0.43,0.31,0.37,0.93,0.52,1.0,0.54,0.95,0.75,0.34
cornerstone.csv,0.53,0.55,0.7,0.17,0.28,0.34,0.47,0.51,0.52,0.16,0.94,0.56,0.44,0.28,0.09,0.59,0.25,0.36
emeraldemu.csv,0.73,0.56,0.39,0.83,0.4,0.45,0.27,0.96,0.38,0.66,0.65,0.48,0.71,0.42,0.51,0.53,0.75,0.77
grafx2.csv,0.52,0.54,0.67,0.38,0.26,0.3,0.67,0.51,0.35,0.53,0.55,0.59,0.52,0.91,0.5,0.52,0.5,0.43
jahshakafx.csv,0.91,0.23,0.33,0.12,0.16,0.16,0.33,0.37,0.18,0.16,0.18,0.11,0.35,0.26,0.25,0.39,0.25,0.23
maya-work-in-progress.csv,0.84,0.76,0.85,0.54,0.62,0.68,0.93,0.75,0.72,0.94,0.78,0.96,0.66,0.86,0.79,0.84,0.75,0.75
novembre.csv,0.21,0.25,0.42,0.04,0.1,0.09,0.8,0.3,0.09,0.12,0.12,0.07,0.07,0.26,0.09,0.24,0.5,0.04
ns-3.csv,0.79,0.59,0.91,0.54,0.34,0.99,0.73,0.77,0.71,0.53,0.53,0.3,0.71,0.58,0.68,0.88,0.25,0.73
nullc.csv,0.72,0.74,0.82,0.88,1.0,0.76,1.0,0.81,0.76,0.69,0.51,0.74,0.94,0.51,0.87,0.84,0.75,0.43
open-beos.csv,0.65,0.66,0.61,0.21,0.22,0.36,0.6,0.58,0.97,0.44,0.69,0.7,0.56,0.74,0.53,0.68,0.5,0.59
pixel-commandos.csv,0.04,0.1,0.12,0.04,0.08,0.01,0.07,0.1,0.0,0.0,0.02,0.0,0.01,0.0,0.03,0.05,1.0,0.0
planeshift.csv,0.95,0.9,0.85,0.96,0.56,0.68,0.87,0.86,0.85,0.84,0.78,0.7,1.0,0.79,0.8,0.91,0.75,0.73
plee-the-bear.csv,0.36,0.06,0.76,0.08,0.46,0.56,0.47,0.24,0.42,0.38,0.41,0.41,0.49,0.47,0.42,0.17,0.25,0.7
reaper-ecad.csv,0.93,0.75,0.88,1.0,0.74,0.76,0.6,0.82,0.81,0.91,0.73,0.7,0.84,0.98,0.83,0.73,0.75,0.89
sbml.csv,0.9,0.83,0.82,0.83,0.54,0.6,0.8,0.81,0.72,0.72,0.73,0.74,0.8,0.77,0.97,0.82,1.0,0.52
unimrcp.csv,0.46,0.39,0.27,0.25,0.22,0.17,0.27,0.39,0.21,0.22,0.39,0.96,0.31,0.33,0.2,0.43,0.25,0.3
unladen-swallow.csv,0.3,0.67,0.15,0.04,0.3,0.43,0.4,0.14,0.19,0.22,0.55,0.37,0.47,0.37,0.51,0.23,0.0,0.71
zxing.csv,0.83,0.5,0.82,0.58,0.64,0.56,0.73,0.67,0.55,0.91,0.61,0.11,0.59,0.37,0.63,0.74,1.0,0.98
