,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,ardour.csv,pixel-commandos.csv,zxing.csv
ardour.csv,0.57,0.21,0.11,0.29,0.94,0.82,0.38,0.47,0.63,0.77,0.78,0.26,0.83,0.55,0.8,0.99,0.12,0.83
cornerstone.csv,0.5,0.21,0.13,0.1,0.93,0.79,0.26,0.39,0.49,0.83,1.0,0.48,0.82,1.0,0.88,0.71,0.03,0.91
emeraldemu.csv,0.4,0.15,0.15,0.21,0.91,0.72,0.25,0.99,0.55,0.41,0.51,0.35,0.81,0.56,0.71,0.68,0.14,0.74
grafx2.csv,0.59,0.22,0.11,0.28,0.68,0.69,0.31,0.53,0.52,0.71,0.53,0.33,0.86,1.0,0.83,0.73,0.08,0.8
jahshakafx.csv,1.0,0.21,0.15,0.18,0.89,0.88,0.38,0.5,0.68,0.83,0.5,0.13,0.84,0.85,0.9,0.68,0.08,0.93
maya-work-in-progress.csv,0.42,0.16,0.1,0.17,0.82,0.71,0.36,0.44,0.5,1.0,0.49,0.35,0.8,0.77,0.79,0.64,0.04,0.84
novembre.csv,0.55,0.25,0.23,0.1,0.83,0.88,0.92,0.76,0.63,1.0,0.75,0.12,0.73,0.85,0.88,0.88,0.14,1.0
ns-3.csv,0.4,0.12,0.08,0.14,0.77,0.99,0.25,0.36,0.46,0.49,0.52,0.16,0.81,0.61,0.79,0.63,0.03,0.84
nullc.csv,0.28,0.1,0.06,0.13,0.98,0.66,0.29,0.34,0.37,0.34,0.58,0.27,0.76,0.54,0.8,0.55,0.05,0.89
open-beos.csv,0.48,0.23,0.13,0.14,0.79,0.66,0.43,0.49,0.99,0.74,0.55,0.28,0.82,0.51,0.8,0.73,0.09,0.85
pixel-commandos.csv,0.67,0.24,0.29,0.11,1.0,0.5,1.0,0.7,0.0,0.0,0.5,0.0,1.0,0.0,1.0,0.8,1.0,0.0
planeshift.csv,0.48,0.15,0.06,0.14,0.88,0.7,0.3,0.37,0.45,0.48,0.51,0.33,0.99,0.71,0.73,0.58,0.05,0.77
plee-the-bear.csv,0.21,0.02,1.0,1.0,0.77,0.61,0.29,0.29,0.35,0.31,0.4,0.15,0.7,0.41,0.57,0.29,0.02,0.71
reaper-ecad.csv,0.32,0.11,0.06,1.0,0.79,0.68,0.28,0.32,0.38,0.39,0.49,0.24,0.78,0.53,0.7,0.57,0.04,0.78
sbml.csv,0.48,0.17,0.07,0.15,0.93,0.71,0.29,0.38,0.45,0.57,0.61,0.45,0.84,0.73,0.99,0.61,0.08,0.76
unimrcp.csv,0.59,0.26,0.13,0.29,0.92,0.74,0.4,0.68,0.59,0.58,0.54,1.0,0.87,0.93,0.88,0.76,0.07,0.89
unladen-swallow.csv,0.33,0.77,0.05,0.12,0.65,0.68,0.3,0.33,0.47,0.7,0.47,0.19,0.73,0.76,0.62,0.43,0.0,0.74
zxing.csv,0.38,0.1,0.08,0.18,0.86,0.73,0.39,0.44,0.41,0.48,0.51,0.38,0.81,0.62,0.79,0.61,0.07,1.0
