,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,ardour.csv,pixel-commandos.csv,zxing.csv
ardour.csv,0.49,0.44,0.55,0.62,0.47,0.63,0.46,0.48,0.66,0.69,0.65,0.43,0.45,0.53,0.51,0.46,0.58,0.52
cornerstone.csv,0.5,0.52,0.63,0.82,0.53,0.57,0.52,0.5,0.55,0.83,0.48,0.61,0.49,0.67,0.88,0.44,0.71,0.5
emeraldemu.csv,0.52,0.67,0.88,0.57,0.59,0.66,0.62,0.62,0.65,0.57,0.4,0.65,0.38,0.66,0.53,0.52,0.68,0.4
grafx2.csv,0.57,0.52,0.54,0.72,0.63,0.66,0.38,0.62,0.65,0.54,0.39,0.54,0.43,0.46,0.5,0.51,0.62,0.47
jahshakafx.csv,0.52,1.0,0.97,0.94,0.78,0.96,0.69,0.73,0.97,0.83,0.83,0.96,0.56,0.85,0.81,0.54,0.92,0.86
maya-work-in-progress.csv,0.4,0.49,0.41,0.55,0.5,0.4,0.33,0.43,0.43,0.5,0.36,0.41,0.38,0.42,0.36,0.36,0.42,0.38
novembre.csv,0.97,0.98,0.98,0.9,0.83,0.94,0.69,0.98,0.95,0.75,0.88,0.94,0.93,0.85,0.88,0.92,0.71,0.5
ns-3.csv,0.46,0.58,0.47,0.68,0.59,0.5,0.41,0.41,0.44,0.66,0.42,0.57,0.41,0.51,0.41,0.38,0.47,0.41
nullc.csv,0.58,0.56,0.45,0.61,0.45,0.44,0.37,0.43,0.47,0.54,0.51,0.46,0.36,0.63,0.39,0.41,0.49,0.44
open-beos.csv,0.44,0.48,0.59,0.65,0.57,0.62,0.48,0.53,0.59,0.68,0.42,0.56,0.44,0.6,0.52,0.44,0.57,0.49
pixel-commandos.csv,0.83,0.99,0.93,0.89,0.75,0.5,0.0,0.95,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.8,0.75,0.0
planeshift.csv,0.37,0.45,0.43,0.57,0.5,0.44,0.36,0.38,0.39,0.5,0.35,0.45,0.37,0.42,0.4,0.37,0.48,0.34
plee-the-bear.csv,0.82,1.0,0.96,0.5,0.8,0.63,0.54,0.96,0.75,0.77,0.52,0.57,0.59,0.76,0.64,0.9,0.81,0.47
reaper-ecad.csv,0.51,0.59,0.48,0.96,0.55,0.5,0.47,0.45,0.44,0.49,0.41,0.46,0.37,0.53,0.43,0.43,0.49,0.41
sbml.csv,0.38,0.41,0.47,0.5,0.45,0.42,0.34,0.38,0.39,0.5,0.42,0.36,0.34,0.44,0.39,0.37,0.4,0.39
unimrcp.csv,0.61,0.67,0.94,0.9,0.58,0.85,0.8,0.85,0.94,0.92,0.51,0.65,0.65,0.53,0.88,0.56,0.86,0.68
unladen-swallow.csv,0.81,1.0,0.98,0.88,0.87,0.74,0.7,0.98,0.98,0.9,0.51,0.69,0.57,0.57,0.59,0.93,0.93,0.48
zxing.csv,0.5,0.66,0.48,0.46,0.54,0.47,0.43,0.56,0.5,0.5,0.41,0.88,0.43,0.62,0.48,0.42,0.41,0.4
