,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,ardour.csv,pixel-commandos.csv,zxing.csv
ardour.csv,1.0,17.0,53.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,14.0,3.0,2.0,2.0,0.0,9.0,0.0
cornerstone.csv,11.0,26.0,54.0,20.0,0.0,4.0,11.0,3.0,4.0,1.0,0.0,2.0,2.0,0.0,0.0,4.0,21.0,1.0
emeraldemu.csv,48.0,2.0,25.0,19.0,0.0,0.0,9.0,0.0,4.0,0.0,0.0,7.0,1.0,2.0,0.0,0.0,7.0,0.0
grafx2.csv,1.0,11.0,55.0,2.0,1.0,2.0,3.0,1.0,4.0,1.0,3.0,12.0,0.0,0.0,1.0,1.0,16.0,0.0
jahshakafx.csv,0.0,8.0,39.0,11.0,0.0,1.0,2.0,15.0,1.0,0.0,2.0,16.0,1.0,1.0,0.0,3.0,9.0,0.0
maya-work-in-progress.csv,11.0,2.0,69.0,8.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,42.0,0.0
novembre.csv,3.0,15.0,6.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,12.0,1.0,0.0,1.0,0.0,3.0,0.0
ns-3.csv,48.0,2.0,26.0,30.0,3.0,0.0,5.0,1.0,4.0,12.0,3.0,13.0,3.0,1.0,1.0,0.0,23.0,0.0
nullc.csv,104.0,3.0,57.0,80.0,0.0,0.0,6.0,3.0,8.0,0.0,0.0,6.0,3.0,2.0,1.0,3.0,25.0,0.0
open-beos.csv,11.0,8.0,45.0,6.0,1.0,2.0,0.0,7.0,0.0,2.0,0.0,13.0,2.0,1.0,4.0,0.0,11.0,0.0
pixel-commandos.csv,1.0,5.0,1.0,7.0,0.0,1.0,0.0,0.0,339.0,78.0,1.0,100.0,0.0,80.0,0.0,0.0,0.0,72.0
planeshift.csv,8.0,1.0,32.0,74.0,0.0,1.0,3.0,0.0,3.0,8.0,3.0,9.0,0.0,1.0,2.0,8.0,42.0,2.0
plee-the-bear.csv,97.0,2.0,0.0,0.0,0.0,0.0,8.0,8.0,6.0,0.0,0.0,14.0,2.0,2.0,1.0,1.0,29.0,0.0
reaper-ecad.csv,101.0,3.0,58.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,11.0,3.0,2.0,1.0,1.0,34.0,0.0
sbml.csv,7.0,12.0,34.0,41.0,0.0,0.0,4.0,27.0,2.0,8.0,1.0,3.0,1.0,2.0,0.0,4.0,10.0,2.0
unimrcp.csv,9.0,6.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
unladen-swallow.csv,34.0,0.0,53.0,0.0,1.0,0.0,4.0,3.0,3.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,94.0,0.0
zxing.csv,59.0,2.0,93.0,20.0,0.0,0.0,4.0,3.0,4.0,0.0,3.0,4.0,0.0,1.0,1.0,0.0,12.0,0.0
