,rhex.csv,jcae.csv,popeye-chess.csv,openmalaria.csv,archive-crawler.csv,acdk.csv,truevision.csv,rocrail.csv
acdk.csv,0.68,0.43,0.4,0.53,0.54,0.28,0.54,0.38
archive-crawler.csv,0.62,0.38,0.55,0.65,0.59,0.46,0.59,0.41
jcae.csv,1.0,0.3,0.71,0.74,0.56,0.31,0.79,0.41
openmalaria.csv,0.6,0.92,0.42,0.33,0.64,0.46,0.62,0.71
popeye-chess.csv,0.63,0.57,0.4,0.59,0.52,0.35,0.49,0.46
rhex.csv,0.3,0.65,0.53,0.56,0.77,1.0,0.61,0.5
rocrail.csv,0.64,0.78,0.52,0.52,0.5,0.54,0.58,0.26
truevision.csv,0.66,0.65,0.43,0.59,0.74,0.54,0.33,0.45
