,ktc.csv,neoengine.csv,mbse.csv,openmalaria.csv,xemeiah.csv,rtrt-on-gpu.csv,enzo.csv,salasaga.csv,nebuladevice.csv,gstreamer.csv,skia.csv
enzo.csv,0.82,0.73,0.96,0.57,0.74,0.77,0.0,0.69,0.7,0.71,0.8
gstreamer.csv,0.32,0.45,0.53,0.27,0.42,0.4,0.28,0.46,0.45,0.0,0.5
ktc.csv,0.0,0.16,0.1,0.22,0.13,0.1,0.04,0.46,0.21,0.16,0.3
mbse.csv,0.35,0.23,0.0,0.53,0.51,0.15,0.8,0.27,0.58,0.59,0.43
nebuladevice.csv,0.06,0.1,0.05,0.22,0.0,0.1,0.0,0.03,0.0,0.03,0.11
neoengine.csv,0.33,0.01,0.99,0.37,0.38,0.31,0.28,1.0,0.34,1.0,0.5
openmalaria.csv,0.52,0.39,0.91,0.02,0.46,0.4,0.24,0.6,0.62,0.3,0.5
rtrt-on-gpu.csv,0.14,0.15,0.45,0.25,0.38,0.0,0.44,0.34,0.24,0.52,0.37
salasaga.csv,0.89,0.87,0.74,0.92,0.85,1.0,0.88,0.0,0.89,0.88,0.8
skia.csv,0.08,0.04,0.66,0.27,0.09,0.04,0.12,0.67,0.13,0.4,0.0
xemeiah.csv,0.21,0.34,0.26,0.14,0.0,0.21,0.12,0.21,0.37,0.1,0.26
