,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
gauche.csv,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.33,0.0,0.0,0.25,0.0
desqiss.csv,0.55,0.0,0.585,0.5,0.5,0.5,0.0,0.585,0.5,0.5,0.5,0.0,0.585,0.5,0.5
bscweasel.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
opentac2.csv,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.165,0.5,0.0
transdroid.csv,0.585,0.0,0.67,0.5,0.0,0.75,0.0,0.67,0.5,0.0,0.585,0.0,0.67,0.5,0.0
scmxx.csv,1.0,0.0,0.75,0.75,0.75,0.0,0.0,0.75,0.75,0.75,0.0,0.0,0.75,0.75,0.75
macjlib.csv,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.125,0.125
coldstore.csv,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0
dtemplatelib.csv,0.5,0.0,0.835,0.75,0.75,1.0,0.0,0.67,0.75,0.75,0.875,0.0,0.71,0.75,0.75
persevere-framework.csv,0.0,0.0,0.0,0.2,0.0,0.225,0.0,0.0,0.2,0.0,0.225,0.0,0.0,0.2,0.0
easysok.csv,0.0,0.0,0.0,0.1,0.1,0.125,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.1
wockets.csv,1.0,0.585,0.875,0.75,0.75,1.0,0.585,1.0,0.75,0.75,0.835,0.585,0.875,0.75,0.75
swingamesdk.csv,0.67,0.335,1.0,0.67,0.67,0.835,0.335,1.0,0.67,0.67,0.0,0.335,1.0,0.67,0.67
krusader.csv,0.25,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.33,0.0
cerber.csv,1.0,0.0,0.8,0.8,0.8,1.0,0.0,0.775,0.8,0.8,1.0,0.0,0.9,0.8,0.8
jforum.csv,0.0,0.0,0.67,0.67,0.67,0.5,0.0,0.5,0.67,0.67,0.67,0.0,0.67,0.67,0.67
chiba.csv,0.0,0.585,0.585,0.67,0.67,0.165,0.585,0.585,0.67,0.67,0.165,0.585,0.585,0.67,0.67
lilith3d.csv,0.71,0.0,0.75,0.75,0.75,1.0,0.0,0.875,0.75,0.75,1.0,0.0,0.75,0.75,0.75
mvccontrib.csv,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0
aff4.csv,1.0,0.0,1.0,0.67,0.67,0.835,0.0,1.0,0.67,0.67,0.835,0.0,1.0,0.67,0.67
omicron3d.csv,1.0,0.0,1.0,0.9,0.9,1.0,0.0,1.0,0.9,0.9,1.0,0.0,1.0,0.9,0.9
ulti-swat.csv,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.0,0.5,0.5,0.5
itextsharp.csv,0.0,0.0,0.0,0.085,0.0,0.085,0.0,0.0,0.085,0.0,0.0,0.0,0.0,0.085,0.0
indiestep.csv,0.33,0.0,0.0,0.33,0.33,0.33,0.0,0.0,0.33,0.33,0.0,0.0,0.0,0.33,0.33
scms-project.csv,0.25,0.0,1.0,0.75,0.0,0.25,0.0,1.0,0.75,0.0,1.0,0.0,1.0,0.75,0.0
irad.csv,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.25
webswell.csv,0.0,0.5,0.165,0.33,0.0,0.0,0.5,0.165,0.33,0.0,0.41500000000000004,0.5,0.165,0.33,0.0
galaxyview.csv,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0
vym.csv,1.0,1.0,1.0,0.8,0.0,1.0,1.0,1.0,0.8,0.0,1.0,1.0,1.0,0.8,0.0
