,pidgin.csv,gnukeda.csv,unimrcp.csv,emulemorph.csv,fceugc.csv,ogre.csv,micomt.csv,gusanos.csv,repositorium.csv,modplug.csv,openfrag.csv,auber.csv,xqilla.csv,xapian.csv,oscarmcmaster.csv
auber.csv,0.62,0.58,0.47,0.6,0.57,0.6,0.7,0.26,0.77,0.69,0.54,0.77,0.13,0.5,0.65
emulemorph.csv,0.15,0.1,0.05,0.68,0.06,0.04,0.0,0.0,0.0,0.22,0.1,0.05,0.0,0.0,0.07
fceugc.csv,0.68,0.54,0.7,0.59,0.64,0.37,0.27,0.51,0.43,0.54,0.5,0.48,0.66,0.52,0.56
gnukeda.csv,0.29,0.72,0.66,0.32,0.26,0.96,0.26,0.28,0.36,0.34,0.28,0.3,0.61,0.51,0.48
gusanos.csv,0.0,0.48,0.75,0.37,0.22,0.12,0.38,0.81,0.11,0.28,0.34,0.55,0.52,0.15,0.39
micomt.csv,0.52,0.63,0.6,0.64,0.76,0.34,0.9,0.66,0.33,0.58,0.69,0.59,0.13,0.63,0.55
modplug.csv,0.24,0.13,0.7,0.49,0.5,0.0,0.55,0.55,0.49,0.75,0.59,0.66,0.65,0.59,0.62
ogre.csv,0.47,0.62,0.47,0.36,0.51,0.95,0.53,0.4,0.5,0.51,0.37,0.52,0.0,0.52,0.5
openfrag.csv,0.13,0.61,0.56,0.56,0.62,0.0,0.5,0.6,0.54,0.63,0.75,0.71,0.13,0.61,0.59
oscarmcmaster.csv,0.65,0.48,0.38,0.53,0.63,0.1,0.49,0.41,0.31,0.35,0.49,0.61,0.66,0.43,0.53
pidgin.csv,0.72,0.56,0.72,0.37,0.38,0.0,0.6,0.59,0.49,0.56,0.52,0.48,0.58,0.46,0.62
repositorium.csv,0.0,0.34,0.05,0.2,0.51,0.6,0.0,0.42,0.74,0.32,0.09,0.33,0.65,0.43,0.34
unimrcp.csv,0.37,0.45,0.68,0.52,0.58,0.17,0.27,0.54,0.11,0.51,0.47,0.49,0.54,0.5,0.5
xapian.csv,0.57,0.48,0.37,0.61,0.66,0.0,0.59,0.37,0.53,0.71,0.57,0.74,0.0,0.58,0.59
xqilla.csv,0.2,0.27,0.09,0.64,0.36,0.34,0.23,0.04,0.36,0.4,0.25,0.27,0.99,0.3,0.35
