,inkscape.csv,novembre.csv,ivef-sdk.csv,yaprm.csv,jaolt.csv,lphant.csv,jstock.csv,pi-qmc.csv,qedo.csv,oorexx.csv,jmule.csv
inkscape.csv,0.44,0.67,0.83,0.59,0.95,0.88,0.83,0.8,0.78,0.56,0.61
ivef-sdk.csv,0.42,0.45,0.61,0.35,0.91,0.89,0.62,0.52,0.86,0.41,0.9
jaolt.csv,0.4,0.37,0.8,0.4,0.41,0.8,0.65,0.58,0.4,0.5,0.5
jmule.csv,0.56,0.48,0.89,0.47,0.37,0.34,0.41,0.76,0.42,0.62,0.48
jstock.csv,0.9,0.9,0.0,0.8,0.92,0.82,0.77,0.9,0.67,0.6,0.8
lphant.csv,0.37,0.41,0.67,0.37,0.32,0.5,0.37,0.51,0.41,0.43,0.37
novembre.csv,0.86,0.67,0.75,0.85,0.81,0.72,0.73,0.83,0.48,0.92,0.75
oorexx.csv,0.38,0.35,0.75,0.34,0.45,0.5,0.4,0.53,0.6,0.45,0.44
pi-qmc.csv,0.46,0.36,0.64,0.54,0.37,0.38,0.39,0.61,0.35,0.42,0.31
qedo.csv,0.8,0.0,0.5,0.5,0.86,0.83,0.8,0.8,0.95,0.92,0.75
yaprm.csv,0.56,0.55,0.78,0.51,0.71,0.75,0.52,0.65,0.82,0.52,0.54
