,inkscape.csv,novembre.csv,ivef-sdk.csv,yaprm.csv,jaolt.csv,lphant.csv,jstock.csv,pi-qmc.csv,qedo.csv,oorexx.csv,jmule.csv
inkscape.csv,0.0,4.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,2.0,3.0
ivef-sdk.csv,3.0,6.0,0.0,1.0,0.0,5.0,4.0,1.0,0.0,1.0,0.0
jaolt.csv,0.0,1.0,2.0,1.0,0.0,0.0,3.0,7.0,6.0,0.0,0.0
jmule.csv,1.0,4.0,0.0,5.0,0.0,9.0,2.0,3.0,0.0,2.0,0.0
jstock.csv,2.0,1.0,96.0,1.0,2.0,5.0,0.0,3.0,260.0,0.0,0.0
lphant.csv,1.0,7.0,0.0,0.0,0.0,0.0,0.0,9.0,24.0,1.0,2.0
novembre.csv,0.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,3.0,0.0,1.0
oorexx.csv,1.0,8.0,1.0,1.0,0.0,0.0,3.0,2.0,6.0,0.0,4.0
pi-qmc.csv,1.0,5.0,0.0,6.0,0.0,3.0,7.0,1.0,6.0,1.0,2.0
qedo.csv,4.0,54.0,96.0,0.0,0.0,54.0,55.0,2.0,0.0,0.0,2.0
yaprm.csv,0.0,2.0,1.0,0.0,2.0,6.0,4.0,7.0,8.0,0.0,7.0
