,inkscape.csv,novembre.csv,ivef-sdk.csv,yaprm.csv,jaolt.csv,lphant.csv,jstock.csv,pi-qmc.csv,qedo.csv,oorexx.csv,jmule.csv
inkscape.csv,1.0,0.24,0.14,0.52,0.3,0.47,0.24,0.38,0.06,0.43,0.38
ivef-sdk.csv,0.74,0.48,1.0,0.66,0.47,0.26,0.05,0.6,0.22,0.74,0.18
jaolt.csv,0.56,0.49,0.08,0.52,0.99,0.56,0.27,0.44,0.1,0.5,0.45
jmule.csv,0.51,0.38,0.18,0.47,0.75,0.55,0.47,0.43,0.15,0.45,0.98
jstock.csv,0.23,0.24,0.0,0.28,0.16,0.36,1.0,0.31,0.0,0.47,0.28
lphant.csv,0.65,0.38,0.68,0.6,0.66,1.0,0.4,0.53,0.03,0.53,0.59
novembre.csv,0.16,0.93,0.08,0.4,0.4,0.3,0.21,0.35,0.04,0.38,0.21
oorexx.csv,0.67,0.41,0.24,0.65,0.67,0.45,0.37,0.48,0.27,0.95,0.57
pi-qmc.csv,0.63,0.35,0.22,0.34,0.73,0.61,0.31,0.98,0.17,0.58,0.61
qedo.csv,0.04,0.0,0.0,0.05,0.15,0.0,0.0,0.15,0.93,0.38,0.14
yaprm.csv,0.51,0.38,0.54,0.97,0.5,0.26,0.35,0.52,0.11,0.63,0.33
