,xmemcached.csv,httpcontentparser.csv,bdbbasic.csv,qse.csv,google-gears.csv
bdbbasic.csv,0.85,0.95,0.28,0.8,0.59
google-gears.csv,0.74,0.47,0.92,0.85,0.42
httpcontentparser.csv,0.69,0.35,1.0,0.63,0.57
qse.csv,0.76,0.48,0.79,0.28,0.48
xmemcached.csv,0.35,0.67,0.74,0.98,0.89
