,xmemcached.csv,httpcontentparser.csv,bdbbasic.csv,qse.csv,google-gears.csv
bdbbasic.csv,5.0,4.0,0.0,0.0,0.0
google-gears.csv,14.0,2.0,9.0,3.0,0.0
httpcontentparser.csv,15.0,8.0,67.0,2.0,1.0
qse.csv,4.0,14.0,1.0,2.0,0.0
xmemcached.csv,1.0,6.0,6.0,7.0,0.0
