,xmemcached.csv,httpcontentparser.csv,bdbbasic.csv,qse.csv,google-gears.csv
bdbbasic.csv,0.83,1.0,0.79,0.2,0.46
google-gears.csv,0.78,0.7,1.0,0.94,0.7
httpcontentparser.csv,0.52,0.75,0.0,0.37,0.44
qse.csv,0.87,0.9,0.21,0.77,0.59
xmemcached.csv,0.7,0.4,0.32,0.94,0.93
