,xmemcached.csv,httpcontentparser.csv,bdbbasic.csv,qse.csv,google-gears.csv
bdbbasic.csv,0.26,0.11,0.62,1.0,0.86
google-gears.csv,0.29,0.19,0.3,0.45,0.88
httpcontentparser.csv,0.27,0.27,0.0,0.87,0.93
qse.csv,0.29,0.19,0.8,0.77,0.88
xmemcached.csv,0.59,0.14,0.3,0.42,0.77
