,opentibia.csv,retromenu.csv,inkscape.csv,uwom-server.csv,projectts.csv,jhotdraw.csv,encog-cs.csv,jam-daq.csv,cubefs.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,ninject.csv,trinitycore.csv,tango-cs.csv,oorexx.csv,geochat.csv,uface.csv
cubefs.csv,0.34,1.0,0.05,0.29,0.38,0.79,0.62,0.49,1.0,0.35,0.87,0.28,0.8,0.31,0.53,0.11,0.57,0.73
encog-cs.csv,0.42,0.71,0.47,0.48,0.3,0.66,0.91,0.76,0.69,0.95,0.6,0.97,0.6,0.47,0.82,0.5,0.5,0.71
geochat.csv,0.3,0.48,0.28,0.29,0.76,0.85,0.36,0.51,0.18,0.75,0.2,0.89,0.4,0.27,0.44,0.56,0.9,0.33
ibatisdb.csv,0.24,0.19,0.4,0.27,0.24,0.45,0.17,0.38,0.06,0.2,0.1,1.0,0.0,0.33,0.16,0.28,0.47,0.06
inkscape.csv,0.34,0.19,0.98,0.5,0.22,0.35,0.2,0.42,0.01,0.15,0.34,0.17,0.4,0.49,0.2,0.22,0.47,0.35
jam-daq.csv,0.16,0.76,0.02,0.09,0.05,0.42,0.14,0.96,0.06,0.1,0.06,0.11,0.2,0.09,0.18,0.08,0.37,0.19
jhotdraw.csv,0.36,0.24,0.07,0.34,0.19,0.94,0.14,0.04,0.26,0.5,0.03,0.06,0.2,0.07,0.24,0.56,0.37,0.04
ninject.csv,0.01,0.71,0.0,0.02,0.0,0.79,0.09,0.18,0.1,0.85,0.21,0.92,0.8,0.04,0.49,0.0,0.1,0.25
ofbiz.csv,0.37,0.86,0.53,0.66,0.41,0.61,0.32,0.24,0.06,0.1,0.99,0.36,0.4,0.65,0.18,0.33,0.27,0.46
oorexx.csv,0.63,0.86,0.6,0.7,0.51,0.65,0.55,0.82,0.61,0.45,0.66,0.83,0.8,0.69,0.71,1.0,0.47,0.58
opentibia.csv,1.0,0.76,0.98,0.77,0.78,0.52,0.61,0.22,0.27,0.5,0.4,0.86,0.6,0.76,0.33,1.0,0.97,0.59
projectts.csv,0.37,0.67,0.4,0.36,0.97,0.56,0.7,0.51,0.79,0.75,0.47,0.36,0.4,0.33,0.56,0.58,0.5,0.68
retromenu.csv,0.04,0.9,0.09,0.2,0.0,0.1,0.15,0.31,0.05,0.1,0.35,0.11,0.4,0.2,0.2,0.19,0.07,0.03
roolo.csv,0.23,0.76,0.12,0.02,0.0,0.23,0.2,0.22,0.19,1.0,0.27,0.19,0.4,0.02,0.11,0.22,0.2,0.27
tango-cs.csv,0.29,0.71,0.19,0.45,0.32,0.24,0.23,0.2,0.18,0.6,0.22,0.22,0.4,0.45,0.96,0.19,0.43,0.17
trinitycore.csv,0.28,0.38,0.14,0.75,0.14,0.47,0.58,0.8,0.62,0.45,0.63,0.14,1.0,0.96,0.69,0.56,0.43,0.43
uface.csv,0.93,0.95,0.98,1.0,0.89,0.82,0.61,1.0,0.34,0.4,0.91,0.94,0.8,1.0,0.53,1.0,0.93,1.0
uwom-server.csv,0.18,0.67,0.14,0.88,0.05,0.56,0.5,0.82,0.48,0.8,0.75,0.19,0.8,0.87,0.78,0.33,0.4,0.35
