,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,mia.csv,jaolt.csv,mp-rechnungs-und-kundenverwaltung.csv,ardour.csv,kmess.csv,pixel-commandos.csv,xmoto.csv,buddata-ebxml-registry.csv,zxing.csv
ardour.csv,0.72,0.67,0.7,0.42,0.44,0.32,0.4,0.65,0.49,0.56,0.63,0.61,0.45,0.4,0.67,0.41,1.0,0.64,0.31,0.66
buddata-ebxml-registry.csv,0.99,0.99,0.94,0.88,0.96,0.92,0.93,0.99,1.0,1.0,0.94,1.0,0.86,1.0,0.95,0.94,1.0,0.97,0.93,0.91
cornerstone.csv,0.54,0.3,0.42,0.46,0.22,0.26,0.13,0.28,0.02,0.06,0.73,0.17,0.44,0.45,0.5,0.32,0.5,0.25,0.28,0.09
emeraldemu.csv,0.84,0.52,0.82,1.0,0.16,0.13,0.53,0.7,0.35,0.75,0.53,0.78,0.33,0.74,0.6,0.48,0.5,0.44,0.31,0.73
jahshakafx.csv,0.83,0.6,0.79,0.58,0.32,0.16,0.47,0.79,0.51,0.47,0.69,0.67,0.48,0.79,0.6,0.56,0.5,0.53,0.4,0.73
jaolt.csv,0.76,0.63,0.76,0.62,0.5,0.45,0.67,0.69,0.65,0.5,0.39,0.78,0.68,0.57,0.69,0.6,0.75,0.47,0.72,0.93
kmess.csv,0.47,0.68,0.88,1.0,0.18,0.17,0.6,0.58,0.51,0.56,0.43,0.78,0.14,0.32,0.59,0.71,0.75,0.69,0.25,0.52
maya-work-in-progress.csv,0.93,0.66,0.82,0.46,0.88,0.56,0.8,0.84,0.77,0.91,0.94,0.61,0.75,0.83,0.86,0.66,0.75,0.75,0.66,0.68
mia.csv,0.28,0.29,0.27,0.42,0.06,0.22,0.47,0.36,0.42,0.56,0.51,0.56,0.12,0.68,0.11,0.32,0.75,0.42,0.06,0.52
mp-rechnungs-und-kundenverwaltung.csv,0.82,0.65,0.73,0.5,0.14,0.13,0.47,0.5,0.53,0.38,0.49,0.67,0.45,0.55,0.52,0.52,0.5,0.39,0.31,0.84
novembre.csv,0.58,0.67,0.45,0.25,0.1,0.36,0.8,0.49,0.58,0.44,0.49,0.11,0.44,0.68,0.52,0.48,0.75,0.56,0.19,0.43
ns-3.csv,0.44,0.61,0.52,0.58,0.52,0.71,1.0,0.51,0.6,0.72,0.57,0.61,0.68,0.66,0.89,0.8,0.75,0.64,0.64,0.57
nullc.csv,0.77,1.0,1.0,1.0,0.64,0.43,0.73,0.69,0.46,0.28,0.78,0.94,0.84,0.74,0.85,0.7,0.75,0.5,0.64,0.7
open-beos.csv,0.86,0.85,0.76,0.83,0.48,0.4,0.8,0.84,0.65,0.56,0.33,0.61,0.62,0.68,0.74,0.49,1.0,0.53,0.48,0.62
pixel-commandos.csv,0.02,0.54,0.21,0.46,0.18,0.16,0.33,0.16,0.12,0.12,0.06,0.06,0.19,0.21,0.3,0.28,1.0,0.19,0.3,0.23
plee-the-bear.csv,0.83,0.4,0.76,0.04,0.6,0.59,0.67,0.67,0.75,0.69,0.82,0.33,0.75,0.7,0.62,0.59,0.75,0.47,0.82,0.77
reaper-ecad.csv,0.47,0.14,0.33,0.75,0.22,0.03,0.07,0.27,0.08,0.03,0.18,0.11,0.22,0.0,0.33,0.22,0.25,0.14,0.16,0.07
unladen-swallow.csv,0.33,0.47,0.48,0.04,0.2,0.32,0.53,0.49,0.43,0.38,0.35,0.44,0.74,0.55,0.61,0.14,0.5,0.19,0.22,0.25
xmoto.csv,0.74,0.8,0.73,0.17,0.48,0.73,0.8,0.74,0.6,0.72,0.73,0.61,0.52,0.4,0.77,0.75,0.75,0.75,0.66,0.32
zxing.csv,0.55,0.58,0.73,0.46,0.36,0.21,0.53,0.45,0.32,0.22,0.45,0.56,0.56,0.47,0.67,0.45,0.75,0.42,0.31,0.75
