,adaptagrams.csv,go.csv,bibedt.csv,moving-pictures.csv,libmesh.csv,glelite.csv,fulguro.csv
adaptagrams.csv,0.96,0.93,0.23,0.47,0.33,1.0,0.0
bibedt.csv,0.77,0.66,1.0,0.5,0.55,0.97,0.13
fulguro.csv,0.71,0.5,0.2,1.0,0.55,0.9,1.0
glelite.csv,0.52,0.64,0.2,0.47,0.36,1.0,0.12
go.csv,0.6,0.98,0.27,0.54,0.36,0.98,0.15
libmesh.csv,0.0,0.0,0.5,0.45,0.96,1.0,0.13
moving-pictures.csv,0.6,0.86,0.26,1.0,0.38,0.98,0.12
