,adaptagrams.csv,go.csv,bibedt.csv,moving-pictures.csv,libmesh.csv,glelite.csv,fulguro.csv
adaptagrams.csv,0.04,0.04,0.24,0.26,0.17,0.0,0.04
bibedt.csv,0.21,0.31,0.0,0.48,0.28,0.33,0.75
fulguro.csv,0.08,0.07,0.1,0.0,0.11,0.67,0.0
glelite.csv,1.0,1.0,1.0,1.0,1.0,0.0,0.97
go.csv,0.71,0.04,0.54,0.52,0.83,0.67,0.65
libmesh.csv,0.0,0.0,0.02,0.19,0.02,0.0,0.33
moving-pictures.csv,0.58,0.13,0.56,0.0,0.65,0.67,0.77
