,sabbu.csv,vxl.csv,kdenlive.csv,zact.csv,optalgtoolkit.csv,tokratan.csv,boost-sandbox.csv,foursquared.csv,jasperreports.csv
boost-sandbox.csv,0.56,0.72,0.48,0.66,0.73,0.52,0.58,0.32,0.77
foursquared.csv,0.61,0.0,0.48,0.79,0.0,0.72,0.75,0.48,0.83
jasperreports.csv,0.65,0.49,0.47,0.0,0.34,0.94,0.44,0.5,0.7
kdenlive.csv,0.41,0.41,0.35,0.53,0.29,0.55,0.39,0.32,0.42
optalgtoolkit.csv,0.62,0.62,0.5,0.61,0.46,0.64,0.81,0.44,0.52
sabbu.csv,0.44,0.5,0.41,0.51,0.9,0.51,0.48,0.32,0.64
tokratan.csv,0.44,0.48,0.55,0.48,0.33,0.71,0.46,0.8,0.53
vxl.csv,0.57,0.71,0.42,0.43,0.39,0.52,0.49,0.48,0.72
zact.csv,0.73,0.94,0.69,0.81,0.0,0.66,0.95,0.55,0.0
