,sabbu.csv,vxl.csv,kdenlive.csv,zact.csv,optalgtoolkit.csv,tokratan.csv,boost-sandbox.csv,foursquared.csv,jasperreports.csv
boost-sandbox.csv,0.69,0.41,0.73,0.57,0.16,0.47,0.67,0.92,0.62
foursquared.csv,0.36,0.03,0.39,0.43,0.05,0.47,0.04,0.83,0.38
jasperreports.csv,0.41,0.73,0.82,0.0,0.79,0.2,0.84,0.33,0.96
kdenlive.csv,0.6,0.54,0.72,0.14,0.74,0.6,0.48,0.71,0.96
optalgtoolkit.csv,0.36,0.3,0.34,0.29,0.74,0.53,0.19,0.58,0.85
sabbu.csv,0.69,0.62,0.66,0.86,0.16,0.87,0.59,1.0,0.54
tokratan.csv,0.57,0.43,0.38,0.71,0.74,0.47,0.37,0.12,0.92
vxl.csv,0.48,0.43,0.66,0.43,0.42,0.6,0.56,0.42,0.42
zact.csv,0.5,0.05,0.37,0.71,0.0,0.07,0.38,0.29,0.0
