,octave.csv,zildo.csv,customsagetv.csv,alleg.csv,ctrlr.csv,xfce.csv,glas.csv,xcf.csv,tango-cs.csv
alleg.csv,0.54,0.89,0.88,0.13,0.58,0.59,0.76,0.64,0.6
ctrlr.csv,1.0,0.98,1.02,0.99,0.1,0.95,0.97,0.89,0.93
customsagetv.csv,0.96,0.6,0.02,0.86,1.0,0.88,1.0,0.9,0.74
glas.csv,0.78,0.49,0.57,0.67,0.88,0.66,0.03,0.44,0.68
octave.csv,0.05,0.6,0.75,0.75,0.92,0.71,0.95,0.51,0.9
tango-cs.csv,0.92,0.71,0.99,0.92,0.92,0.96,0.82,0.69,0.04
xcf.csv,0.65,0.55,0.77,0.57,0.7,0.59,0.5,0.06,0.61
xfce.csv,0.8,0.9,0.76,0.72,0.63,0.06,0.57,0.65,0.85
zildo.csv,0.95,0.05,0.74,0.66,0.94,0.7,0.97,0.65,0.61
