,octave.csv,zildo.csv,customsagetv.csv,alleg.csv,ctrlr.csv,xfce.csv,glas.csv,xcf.csv,tango-cs.csv
alleg.csv,0.7,0.26,0.44,0.92,0.65,0.59,0.46,0.54,0.53
ctrlr.csv,0.0,0.02,0.05,0.01,0.92,0.06,0.04,0.14,0.09
customsagetv.csv,0.06,0.46,0.98,0.18,0.0,0.15,0.0,0.14,0.48
glas.csv,0.35,0.68,0.59,0.45,0.22,0.43,0.98,0.63,0.59
octave.csv,0.96,0.64,0.59,0.52,0.27,0.41,0.06,0.67,0.35
tango-cs.csv,0.11,0.4,0.02,0.1,0.12,0.05,0.28,0.36,0.99
xcf.csv,0.45,0.68,0.57,0.67,0.51,0.48,0.63,0.95,0.62
xfce.csv,0.31,0.36,0.55,0.55,0.53,0.97,0.56,0.69,0.45
zildo.csv,0.06,0.96,0.31,0.43,0.12,0.4,0.04,0.45,0.5
