,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,plato.csv,onotoa.csv,rodin-b-sharp.csv,gwanted.csv,proftp.csv,echongl.csv,xpontus.csv,unicase.csv,uclmda.csv,google-web-toolkit.csv,findbugs.csv,codesmith.csv
codesmith.csv,0.43,0.4,0.32,0.5,0.36,0.37,0.35,0.5,0.4,0.38,0.34,0.39,0.49,0.42,0.32,0.44
echongl.csv,0.52,0.49,0.71,0.57,0.7,0.46,0.65,0.5,0.4,0.36,0.95,0.55,0.67,0.6,0.95,0.62
findbugs.csv,0.61,0.59,0.97,0.9,0.83,0.84,0.77,0.87,0.91,0.49,0.96,0.9,0.95,0.76,0.69,0.88
google-web-toolkit.csv,0.43,0.71,0.77,0.73,0.52,0.69,0.76,0.73,0.79,0.56,0.58,0.61,0.67,0.51,0.83,0.74
gwanted.csv,0.42,0.76,0.92,0.8,0.47,0.54,0.95,0.96,0.0,0.74,0.43,0.49,0.43,0.46,0.91,0.91
ivatamasks.csv,0.35,0.39,0.31,0.43,0.35,0.3,0.36,0.4,0.36,0.39,0.36,0.34,0.26,0.39,0.31,0.34
onotoa.csv,0.5,0.48,0.44,0.58,0.51,0.39,0.52,0.57,0.45,0.31,0.68,0.56,0.44,0.53,0.62,0.69
orc.csv,0.49,0.92,0.93,0.93,0.48,0.54,0.99,0.94,0.0,0.0,0.53,0.57,0.97,0.5,0.8,0.59
plato.csv,0.44,0.47,0.35,0.56,0.47,0.38,0.45,0.51,0.41,0.0,0.4,0.42,0.41,0.47,0.37,0.45
proftp.csv,0.9,0.53,0.54,0.52,0.58,0.83,0.63,0.7,0.46,0.95,0.54,0.52,0.95,0.54,0.55,0.9
rodin-b-sharp.csv,0.0,0.82,0.95,0.7,0.68,0.96,0.69,0.93,0.92,0.93,0.95,0.98,0.0,0.97,0.93,0.78
uclmda.csv,0.86,0.8,0.7,0.5,0.75,0.55,0.97,0.95,0.83,0.9,0.89,0.98,0.26,0.96,0.9,0.82
umber.csv,0.58,0.62,0.43,0.5,0.64,0.74,0.52,0.7,0.67,0.3,0.88,0.99,0.0,0.7,0.53,0.68
unicase.csv,0.38,0.38,0.4,0.45,0.44,0.46,0.69,0.51,0.49,0.32,0.47,0.44,0.86,0.44,0.34,0.52
wpdev.csv,0.34,0.39,0.29,0.43,0.44,0.37,0.38,0.43,0.41,0.3,0.36,0.39,0.26,0.4,0.33,0.5
