,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv,customsagetv.csv
checker-framework.csv,0.36,0.52,0.0,0.52,0.12,0.59,0.28,0.29,0.05,0.17,0.14,0.17,0.73,0.45,0.18,0.5
customsagetv.csv,0.16,0.08,0.0,0.08,0.27,0.55,0.31,0.04,0.16,0.19,0.29,0.08,0.23,0.1,0.15,0.11
fluidium.csv,0.0,0.01,0.09,0.21,0.0,0.16,0.0,0.07,0.07,0.01,0.0,0.42,0.05,0.31,0.0,0.11
guineu.csv,0.09,0.57,0.91,0.81,0.36,0.66,0.47,0.32,0.09,0.57,0.29,0.5,0.14,1.0,0.06,0.09
inkscape.csv,0.78,0.51,0.0,0.65,0.15,0.34,0.28,0.75,0.82,0.52,0.57,0.75,0.84,0.52,0.85,0.77
mpqc.csv,0.07,0.11,0.0,0.02,0.0,0.01,0.09,0.5,0.0,0.2,0.14,0.0,0.11,0.21,0.0,0.0
nsis.csv,0.9,0.93,1.0,0.98,0.94,0.84,1.0,0.86,0.66,0.95,0.86,1.0,0.7,0.72,0.82,0.68
octave.csv,0.05,0.06,0.0,0.04,0.09,0.02,0.0,0.0,0.05,0.1,0.14,0.08,0.0,0.14,0.0,0.02
owfs.csv,0.09,0.11,1.0,0.04,0.24,0.19,0.03,0.5,0.09,0.18,0.0,0.0,0.0,0.07,0.06,0.66
owlib.csv,0.31,0.21,0.0,0.35,0.3,0.6,0.31,0.18,0.18,0.37,0.29,0.5,0.09,0.17,0.52,0.52
pamguard.csv,0.72,0.48,0.27,0.62,0.4,0.64,0.59,0.79,0.46,0.38,0.29,0.0,0.8,0.21,0.67,0.82
prelude.csv,1.0,1.0,0.55,0.98,0.99,0.96,0.91,0.96,0.7,0.92,1.0,0.92,0.95,0.72,1.0,0.8
robocode.csv,0.55,0.35,0.0,0.17,0.43,0.7,0.44,0.21,0.57,0.33,0.43,0.17,0.7,0.45,0.33,0.5
uwom-server.csv,0.0,0.01,0.0,0.0,0.01,0.14,0.0,0.11,0.0,0.04,0.0,0.0,0.05,0.1,0.0,0.0
zengine.csv,1.0,0.99,0.09,0.79,0.85,0.87,0.94,0.89,0.91,0.77,0.86,0.08,1.0,0.69,0.91,0.59
zildo.csv,0.41,0.4,0.0,0.56,0.17,0.29,0.28,0.11,0.21,0.26,0.29,0.0,0.27,0.14,0.58,0.34
