,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv,customsagetv.csv
checker-framework.csv,0.48,0.63,0.93,0.89,0.87,0.71,0.5,0.71,0.46,0.8,0.93,0.78,0.74,0.59,0.57,0.68
customsagetv.csv,0.75,0.74,1.0,0.55,0.49,0.93,0.7,0.74,0.86,0.67,0.83,0.77,0.68,0.82,0.88,0.14
fluidium.csv,0.96,0.95,0.93,0.76,1.0,0.91,1.0,1.0,1.0,1.0,0.99,1.01,0.98,0.53,0.98,0.95
guineu.csv,0.7,0.76,1.0,0.93,0.77,0.72,0.77,0.61,1.0,0.96,0.64,0.64,0.85,1.0,0.97,0.25
inkscape.csv,0.81,0.6,0.74,0.71,0.61,0.73,0.35,0.85,0.84,0.57,0.9,0.79,0.87,0.67,0.9,0.8
mpqc.csv,0.89,1.0,1.0,1.0,1.0,0.7,1.0,0.82,1.0,0.9,0.63,0.89,0.94,0.93,1.0,1.0
nsis.csv,0.9,0.94,1.0,0.98,0.94,0.85,1.0,0.9,0.67,0.96,0.86,1.0,0.7,0.78,0.84,0.82
octave.csv,0.92,0.75,1.0,1.0,0.78,0.95,0.91,1.0,1.0,0.85,0.94,0.9,0.93,0.87,0.98,0.92
owfs.csv,0.97,0.91,1.0,0.91,0.9,1.02,0.98,0.86,1.0,0.96,0.92,1.0,1.0,1.0,0.78,0.67
owlib.csv,0.62,0.41,0.69,0.39,0.58,0.85,0.6,0.51,0.49,0.59,0.79,0.79,0.53,0.6,0.69,1.01
pamguard.csv,0.76,0.64,0.51,0.67,0.48,0.78,0.63,0.8,0.49,0.6,0.7,0.5,0.8,0.74,0.7,1.05
prelude.csv,1.0,1.0,0.55,0.98,0.99,0.96,0.91,0.96,0.7,0.92,1.04,0.92,0.95,0.74,1.0,0.8
robocode.csv,0.56,0.56,1.0,0.49,0.53,0.81,0.48,0.45,0.62,0.51,0.79,0.7,0.74,0.62,0.76,0.63
uwom-server.csv,0.96,0.96,1.0,1.0,0.95,1.01,0.95,0.92,1.0,0.84,0.99,0.87,1.0,0.91,0.98,0.94
zengine.csv,1.0,0.99,0.72,0.91,0.86,0.87,0.94,0.9,0.91,0.78,0.88,0.13,1.0,0.79,0.91,0.6
zildo.csv,0.54,0.56,0.74,0.67,0.79,0.8,0.6,0.66,0.51,0.63,0.88,0.82,0.4,0.73,0.71,0.4
