,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.5,0.58,0.59,0.47,0.62,0.04,0.12,0.54,0.57,0.41
fritzing.csv,0.77,0.64,0.73,0.57,0.89,0.02,0.33,0.33,0.61,0.54
jlinalg.csv,0.87,0.37,0.59,0.58,0.75,0.02,0.19,0.48,0.52,0.65
knowledge.csv,0.86,0.58,0.64,0.57,0.91,0.02,0.18,0.39,0.57,0.66
massiv.csv,0.25,0.42,0.46,0.0,0.0,0.33,0.0,0.55,0.0,0.0
multitude.csv,0.82,0.55,0.66,0.55,0.88,0.02,0.27,0.53,0.56,0.72
playerstage.csv,0.64,0.59,0.7,0.71,0.87,0.02,0.14,0.58,0.48,0.51
quarkplusplus.csv,0.85,0.55,0.59,0.52,0.78,0.04,0.14,0.49,0.62,0.59
rtrt-on-gpu.csv,0.33,0.39,0.28,0.32,0.4,0.0,0.54,0.0,0.1,0.33
superwaba.csv,0.54,0.69,0.65,0.59,0.75,0.02,0.12,0.53,0.55,0.55
