,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.36,0.56,0.68,0.34,0.45,0.5,0.1,0.65,0.54,0.31
fritzing.csv,0.72,0.74,0.76,0.59,0.82,0.75,0.2,0.3,0.71,0.45
jlinalg.csv,0.78,0.3,0.82,0.79,0.61,0.75,0.4,0.95,0.54,0.78
knowledge.csv,0.78,0.9,0.76,0.9,0.84,0.75,0.2,0.6,0.62,0.83
massiv.csv,0.14,0.3,0.36,0.0,0.0,1.0,0.0,0.6,0.0,0.0
multitude.csv,0.86,0.72,0.86,0.83,0.81,0.75,0.6,0.85,0.79,0.71
playerstage.csv,0.48,0.82,0.88,0.74,0.79,0.5,0.1,0.7,0.46,0.43
quarkplusplus.csv,0.86,0.78,0.74,0.48,0.65,1.0,0.1,0.95,0.62,0.55
rtrt-on-gpu.csv,0.2,0.6,0.22,0.36,0.26,0.0,0.7,0.0,0.08,0.28
superwaba.csv,0.38,0.74,0.68,0.53,0.61,0.5,0.1,0.9,0.46,0.46
