,opensim4opencog.csv,bnetd.csv,moving-pictures.csv,irplus.csv,xcmetadataservicestoolkit.csv,carabiner.csv,gnome-jabber.csv,gmerlin.csv,fleet-simulator.csv,ipfilter.csv,mevenide.csv,ta3d.csv,elvishrayrenderer.csv,rockbox.csv
bnetd.csv,0.26,0.99,0.56,0.55,0.76,0.32,0.76,0.55,0.87,0.82,0.37,0.75,0.76,0.62
carabiner.csv,0.22,0.36,0.43,0.43,0.53,1.0,0.9,0.44,0.74,0.61,0.38,0.52,0.49,0.51
elvishrayrenderer.csv,0.22,0.6,0.59,0.45,0.68,0.45,0.95,0.33,0.74,0.81,0.35,0.62,1.0,0.4
fleet-simulator.csv,0.21,0.54,0.55,0.54,0.76,0.49,0.97,0.46,1.0,0.66,0.42,0.74,0.77,0.54
gmerlin.csv,0.2,0.18,0.32,0.18,0.34,0.07,0.28,0.93,0.23,0.25,0.43,0.43,0.35,0.0
gnome-jabber.csv,0.22,0.67,0.58,0.46,0.78,0.44,0.99,0.53,0.8,0.61,0.36,0.7,0.69,0.58
ipfilter.csv,0.31,0.35,0.59,0.48,0.82,0.56,0.87,0.43,0.79,1.0,0.41,0.72,0.76,0.59
irplus.csv,0.36,0.49,0.66,0.92,0.49,0.15,0.73,0.52,0.55,0.67,0.35,0.65,0.71,0.46
mevenide.csv,0.24,0.6,0.55,0.41,0.68,0.28,0.86,0.41,0.74,0.67,0.96,0.64,0.67,0.42
moving-pictures.csv,0.27,0.61,0.96,0.47,0.74,0.28,0.83,0.38,0.46,0.57,0.35,0.66,0.5,0.39
opensim4opencog.csv,0.95,0.0,0.13,0.48,0.48,0.15,0.18,0.27,0.26,0.04,0.34,0.15,0.16,0.09
rockbox.csv,0.26,0.42,0.48,0.23,0.2,0.49,0.35,0.37,0.5,0.46,0.2,0.48,0.54,0.92
ta3d.csv,0.2,0.64,0.55,0.54,0.77,0.44,0.62,0.49,0.88,0.65,0.41,0.99,0.74,0.6
xcmetadataservicestoolkit.csv,0.23,0.4,0.53,0.39,0.96,0.49,0.97,0.5,0.88,0.8,0.26,0.72,0.59,0.47
