,opensim4opencog.csv,bnetd.csv,moving-pictures.csv,irplus.csv,xcmetadataservicestoolkit.csv,carabiner.csv,gnome-jabber.csv,gmerlin.csv,fleet-simulator.csv,ipfilter.csv,mevenide.csv,ta3d.csv,elvishrayrenderer.csv,rockbox.csv
bnetd.csv,0.37,0.5,0.35,0.4,0.36,0.68,0.45,0.33,0.34,0.35,0.46,0.38,0.35,0.38
carabiner.csv,0.83,0.82,0.52,0.4,0.43,0.64,0.6,0.42,0.36,0.47,0.5,0.6,0.58,0.62
elvishrayrenderer.csv,0.42,0.76,0.31,0.45,0.41,0.61,0.54,0.57,0.44,0.4,0.67,0.52,0.44,0.81
fleet-simulator.csv,0.41,0.45,0.29,0.33,0.36,0.42,0.52,0.33,0.3,0.33,0.39,0.34,0.34,0.45
gmerlin.csv,0.89,0.83,0.89,0.89,0.62,0.8,0.73,0.68,0.86,0.9,0.69,0.64,0.83,0.5
gnome-jabber.csv,0.47,0.42,0.38,0.38,0.4,0.42,0.52,0.39,0.43,0.44,0.52,0.49,0.41,0.45
ipfilter.csv,0.4,0.87,0.37,0.37,0.36,0.47,0.55,0.49,0.4,0.43,0.46,0.47,0.4,0.51
irplus.csv,0.55,0.71,0.36,0.61,0.48,0.87,0.71,0.44,0.52,0.49,0.68,0.47,0.38,0.58
mevenide.csv,0.49,0.52,0.39,0.55,0.5,0.75,0.61,0.47,0.49,0.55,0.85,0.55,0.53,0.62
moving-pictures.csv,0.68,0.55,0.54,0.56,0.42,0.66,0.69,0.6,0.72,0.68,0.57,0.54,0.55,0.59
opensim4opencog.csv,0.95,0.0,0.67,0.64,0.59,0.75,0.89,0.9,0.88,0.86,0.76,0.8,0.75,0.75
rockbox.csv,0.54,0.57,0.43,0.72,0.89,0.58,0.55,0.47,0.61,0.58,0.6,0.6,0.41,0.44
ta3d.csv,0.47,0.48,0.34,0.42,0.37,0.41,0.4,0.38,0.36,0.36,0.47,0.42,0.33,0.42
xcmetadataservicestoolkit.csv,0.54,0.91,0.42,0.38,0.41,0.42,0.52,0.46,0.36,0.36,0.6,0.4,0.54,0.47
